complex type	sequence id	index	ortholog
SAGA complex	Schizosaccharomyces_pombe@Seq_4030	121_4029	OG5065
SAGA complex	Schizosaccharomyces_pombe@Seq_4072	121_4071	OG3044
SAGA complex	Schizosaccharomyces_pombe@Seq_4098	121_4097	OG13537
SAGA complex	Schizosaccharomyces_pombe@Seq_4603	121_4602	OG2371
SAGA complex	Schizosaccharomyces_pombe@Seq_465	121_464	OG2545
SAGA complex	Schizosaccharomyces_pombe@Seq_5052	121_5051	OG1099
SAGA complex	Schizosaccharomyces_pombe@Seq_856	121_855	OG2418
SAM complex	Schizosaccharomyces_pombe@Seq_210	121_209	OG2043
SAM complex	Schizosaccharomyces_pombe@Seq_484	121_483	OG12574
SAM complex	Schizosaccharomyces_pombe@Seq_4925	121_4924	OG2368
SAM complex	Schizosaccharomyces_pombe@Seq_845	121_844	OG3173
SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_201	121_200	OG148185
SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_2526	121_2525	OG2479
SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_3756	121_3755	OG1763
SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_4936	121_4935	OG1489
SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_4978	121_4977	OG5350
SCF ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_4982	121_4981	OG10226
SHREC complex	Schizosaccharomyces_pombe@Seq_1149	121_1148	OG1736
SHREC complex	Schizosaccharomyces_pombe@Seq_1730	121_1729	OG159301
SHREC complex	Schizosaccharomyces_pombe@Seq_2094	121_2093	OG10652
SHREC complex	Schizosaccharomyces_pombe@Seq_2289	121_2288	OG12300
SHREC2 complex	Schizosaccharomyces_pombe@Seq_1149	121_1148	OG1736
SHREC2 complex	Schizosaccharomyces_pombe@Seq_1730	121_1729	OG159301
SHREC2 complex	Schizosaccharomyces_pombe@Seq_2094	121_2093	OG10652
SHREC2 complex	Schizosaccharomyces_pombe@Seq_2289	121_2288	OG12300
SHREC2 complex	Schizosaccharomyces_pombe@Seq_4029	121_4028	OG10478
SMC loading complex	Schizosaccharomyces_pombe@Seq_1845	121_1844	OG8161
SMC loading complex	Schizosaccharomyces_pombe@Seq_76	121_75	OG2802
SREBP-SCAP complex	Schizosaccharomyces_pombe@Seq_3293	121_3292	OG4019
SREBP-SCAP complex	Schizosaccharomyces_pombe@Seq_4685	121_4684	OG4227
SREBP-SCAP complex	Schizosaccharomyces_pombe@Seq_483	121_482	OG6561
SUMO activating enzyme complex	Schizosaccharomyces_pombe@Seq_1181	121_1180	OG1713
SUMO activating enzyme complex	Schizosaccharomyces_pombe@Seq_4706	121_4705	OG3105
SUMO-targeted ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_1228	121_1227	OG22846
SUMO-targeted ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_2978	121_2977	OG16340
SUMO-targeted ubiquitin ligase complex	Schizosaccharomyces_pombe@Seq_874	121_873	OG84610
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_1039	121_1038	OG13677
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_1110	121_1109	OG147231
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_1807	121_1806	OG67074
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_2600	121_2599	OG3955
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_2669	121_2668	OG3052
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_2697	121_2696	OG1464
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_2940	121_2939	OG1718
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_3205	121_3204	OG1718
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_4269	121_4268	OG3922
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_4812	121_4811	OG13698
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_5072	121_5071	OG4121
SWI/SNF complex	Schizosaccharomyces_pombe@Seq_728	121_727	OG1051
Sad1-Kms1 LINC complex	Schizosaccharomyces_pombe@Seq_2096	121_2095	OG181062
Sad1-Kms1 LINC complex	Schizosaccharomyces_pombe@Seq_3287	121_3286	OG7713
Scc2-Scc4 cohesin loading complex	Schizosaccharomyces_pombe@Seq_1845	121_1844	OG8161
Scc2-Scc4 cohesin loading complex	Schizosaccharomyces_pombe@Seq_76	121_75	OG2802
Sec61 translocon complex	Schizosaccharomyces_pombe@Seq_120	121_119	OG2011
Sec61 translocon complex	Schizosaccharomyces_pombe@Seq_2545	121_2544	OG4207
Sec61 translocon complex	Schizosaccharomyces_pombe@Seq_546	121_545	OG110393
Sec61 translocon complex	Schizosaccharomyces_pombe@Seq_815	121_814	OG1391
Sec62/Sec63 complex	Schizosaccharomyces_pombe@Seq_2995	121_2994	OG3936
Sec62/Sec63 complex	Schizosaccharomyces_pombe@Seq_3015	121_3014	OG3842
Sec62/Sec63 complex	Schizosaccharomyces_pombe@Seq_3522	121_3521	OG2641
Sec62/Sec63 complex	Schizosaccharomyces_pombe@Seq_66	121_65	OG2962
Seh1-associated complex	Schizosaccharomyces_pombe@Seq_3174	121_3173	OG2333
Seh1-associated complex	Schizosaccharomyces_pombe@Seq_3973	121_3972	OG3646
Seh1-associated complex	Schizosaccharomyces_pombe@Seq_3986	121_3985	OG3742
Seh1-associated complex	Schizosaccharomyces_pombe@Seq_4562	121_4561	OG1138
Seh1-associated complex	Schizosaccharomyces_pombe@Seq_488	121_487	OG3845
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_1887	121_1886	OG4300
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_2176	121_2175	OG8211
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_2599	121_2598	OG4541
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_2780	121_2779	OG2143
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_306	121_305	OG2143
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_4863	121_4862	OG1097
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_4914	121_4913	OG2555
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_580	121_579	OG2874
Set1C/COMPASS complex	Schizosaccharomyces_pombe@Seq_854	121_853	OG3650
Set3 complex	Schizosaccharomyces_pombe@Seq_3697	121_3696	OG2805
Set3 complex	Schizosaccharomyces_pombe@Seq_3710	121_3709	OG3542
Set3 complex	Schizosaccharomyces_pombe@Seq_4835	121_4834	OG2000
Set3 complex	Schizosaccharomyces_pombe@Seq_638	121_637	OG3482
Shu complex	Schizosaccharomyces_pombe@Seq_2459	121_2458	OG127744
Shu complex	Schizosaccharomyces_pombe@Seq_459	121_458	OG137955
Sid2-Mob1 complex	Schizosaccharomyces_pombe@Seq_3896	121_3895	OG3432
Sid2-Mob1 complex	Schizosaccharomyces_pombe@Seq_3919	121_3918	OG1541
Ski complex	Schizosaccharomyces_pombe@Seq_1519	121_1518	OG1990
Ski complex	Schizosaccharomyces_pombe@Seq_3274	121_3273	OG2483
Ski complex	Schizosaccharomyces_pombe@Seq_4446	121_4445	OG1036
Slx1-Slx4 complex	Schizosaccharomyces_pombe@Seq_243	121_242	OG103808
Slx1-Slx4 complex	Schizosaccharomyces_pombe@Seq_4870	121_4869	OG4474
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_1014	121_1013	OG8310
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_2240	121_2239	OG3326
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_2503	121_2502	OG221733
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_2622	121_2621	OG4687
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_2689	121_2688	OG3119
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_3060	121_3059	OG7468
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_3932	121_3931	OG1841
Smc5-Smc6 complex	Schizosaccharomyces_pombe@Seq_832	121_831	OG222013
Swi5-Sfr1 complex	Schizosaccharomyces_pombe@Seq_2530	121_2529	OG13738
Swi5-Sfr1 complex	Schizosaccharomyces_pombe@Seq_4482	121_4481	OG14328
Swi5-Swi2 complex	Schizosaccharomyces_pombe@Seq_1164	121_1163	OG162993
Swi5-Swi2 complex	Schizosaccharomyces_pombe@Seq_4482	121_4481	OG14328
Swr1 complex	Schizosaccharomyces_pombe@Seq_1370	121_1369	OG2118
Swr1 complex	Schizosaccharomyces_pombe@Seq_1561	121_1560	OG2481
Swr1 complex	Schizosaccharomyces_pombe@Seq_1646	121_1645	OG197285
Swr1 complex	Schizosaccharomyces_pombe@Seq_1761	121_1760	OG3717
Swr1 complex	Schizosaccharomyces_pombe@Seq_2250	121_2249	OG2949
Swr1 complex	Schizosaccharomyces_pombe@Seq_2531	121_2530	OG2653
Swr1 complex	Schizosaccharomyces_pombe@Seq_2679	121_2678	OG1721
Swr1 complex	Schizosaccharomyces_pombe@Seq_3023	121_3022	OG4049
Swr1 complex	Schizosaccharomyces_pombe@Seq_3190	121_3189	OG2813
Swr1 complex	Schizosaccharomyces_pombe@Seq_389	121_388	OG1896
Swr1 complex	Schizosaccharomyces_pombe@Seq_3912	121_3911	OG1949
Swr1 complex	Schizosaccharomyces_pombe@Seq_4000	121_3999	OG218498
Swr1 complex	Schizosaccharomyces_pombe@Seq_5097	121_5096	OG4208
Swr1 complex	Schizosaccharomyces_pombe@Seq_527	121_526	OG215574
Swr1 complex	Schizosaccharomyces_pombe@Seq_774	121_773	OG5589
TACC/TOG complex	Schizosaccharomyces_pombe@Seq_3978	121_3977	OG1672
TACC/TOG complex	Schizosaccharomyces_pombe@Seq_97	121_96	OG185543
THO complex	Schizosaccharomyces_pombe@Seq_3829	121_3828	OG14386
THO complex	Schizosaccharomyces_pombe@Seq_793	121_792	OG2611
THO complex	Schizosaccharomyces_pombe@Seq_998	121_997	OG6703
TIM22 mitochondrial import inner membrane insertion complex	Schizosaccharomyces_pombe@Seq_3070	121_3069	OG1287
TIM22 mitochondrial import inner membrane insertion complex	Schizosaccharomyces_pombe@Seq_3258	121_3257	OG3016
TIM22 mitochondrial import inner membrane insertion complex	Schizosaccharomyces_pombe@Seq_3492	121_3491	OG3490
TIM22 mitochondrial import inner membrane insertion complex	Schizosaccharomyces_pombe@Seq_4211	121_4210	OG4297
TIM23 mitochondrial import inner membrane translocase complex	Schizosaccharomyces_pombe@Seq_1438	121_1437	OG2395
TIM23 mitochondrial import inner membrane translocase complex	Schizosaccharomyces_pombe@Seq_2038	121_2037	OG3077
TIM23 mitochondrial import inner membrane translocase complex	Schizosaccharomyces_pombe@Seq_2667	121_2666	OG3555
TIM23 mitochondrial import inner membrane translocase complex	Schizosaccharomyces_pombe@Seq_3575	121_3574	OG3970
TIM23 mitochondrial import inner membrane translocase complex	Schizosaccharomyces_pombe@Seq_4376	121_4375	OG2694
TIM23 mitochondrial import inner membrane translocase complex	Schizosaccharomyces_pombe@Seq_4858	121_4857	OG2080
TORC1 complex	Schizosaccharomyces_pombe@Seq_1301	121_1300	OG142945
TORC1 complex	Schizosaccharomyces_pombe@Seq_2191	121_2190	OG220694
TORC1 complex	Schizosaccharomyces_pombe@Seq_2652	121_2651	OG1035
TORC1 complex	Schizosaccharomyces_pombe@Seq_2750	121_2749	OG2387
TORC1 complex	Schizosaccharomyces_pombe@Seq_2816	121_2815	OG2171
TORC1 complex	Schizosaccharomyces_pombe@Seq_3434	121_3433	OG1034
TORC1 complex	Schizosaccharomyces_pombe@Seq_3995	121_3994	OG2955
TORC2 complex	Schizosaccharomyces_pombe@Seq_2120	121_2119	OG1035
TORC2 complex	Schizosaccharomyces_pombe@Seq_2128	121_2127	OG3133
TORC2 complex	Schizosaccharomyces_pombe@Seq_2750	121_2749	OG2387
TORC2 complex	Schizosaccharomyces_pombe@Seq_2816	121_2815	OG2171
TORC2 complex	Schizosaccharomyces_pombe@Seq_3772	121_3771	OG5111
TORC2 complex	Schizosaccharomyces_pombe@Seq_3995	121_3994	OG2955
TORC2 complex	Schizosaccharomyces_pombe@Seq_5079	121_5078	OG6119
TORC2 complex	Schizosaccharomyces_pombe@Seq_985	121_984	OG2745
TRAMP complex	Schizosaccharomyces_pombe@Seq_1701	121_1700	OG1036
TRAMP complex	Schizosaccharomyces_pombe@Seq_2432	121_2431	OG1036
TRAMP complex	Schizosaccharomyces_pombe@Seq_266	121_265	OG5169
TRAMP complex	Schizosaccharomyces_pombe@Seq_4382	121_4381	OG1295
TRAPP complex	Schizosaccharomyces_pombe@Seq_1390	121_1389	OG3309
TRAPP complex	Schizosaccharomyces_pombe@Seq_1678	121_1677	OG4059
TRAPP complex	Schizosaccharomyces_pombe@Seq_1708	121_1707	OG1925
TRAPP complex	Schizosaccharomyces_pombe@Seq_2306	121_2305	OG4039
TRAPP complex	Schizosaccharomyces_pombe@Seq_3167	121_3166	OG2234
TRAPP complex	Schizosaccharomyces_pombe@Seq_3201	121_3200	OG3730
TRAPP complex	Schizosaccharomyces_pombe@Seq_4021	121_4020	OG3730
TRAPP complex	Schizosaccharomyces_pombe@Seq_4710	121_4709	OG2318
TRAPP complex	Schizosaccharomyces_pombe@Seq_5134	121_5133	OG3083
TRAPP complex	Schizosaccharomyces_pombe@Seq_715	121_714	OG3975
TRAPPII protein complex	Schizosaccharomyces_pombe@Seq_944	121_943	OG202757
TSC1-TSC2 complex	Schizosaccharomyces_pombe@Seq_2722	121_2721	OG4458
TSC1-TSC2 complex	Schizosaccharomyces_pombe@Seq_2928	121_2927	OG6702
TTT complex	Schizosaccharomyces_pombe@Seq_2354	121_2353	OG170497
TTT complex	Schizosaccharomyces_pombe@Seq_3995	121_3994	OG2955
TTT complex	Schizosaccharomyces_pombe@Seq_985	121_984	OG2745
Tea1 cell-end complex	Schizosaccharomyces_pombe@Seq_1811	121_1810	OG10474
Tea1 cell-end complex	Schizosaccharomyces_pombe@Seq_429	121_428	OG2047
Tor2-Mei2-Ste11 complex	Schizosaccharomyces_pombe@Seq_2652	121_2651	OG1035
Tor2-Mei2-Ste11 complex	Schizosaccharomyces_pombe@Seq_626	121_625	OG5522
Tor2-Mei2-Ste11 complex	Schizosaccharomyces_pombe@Seq_690	121_689	OG7864
U1 snRNP	Schizosaccharomyces_pombe@Seq_1208	121_1207	OG2974
U1 snRNP	Schizosaccharomyces_pombe@Seq_1217	121_1216	OG4627
U1 snRNP	Schizosaccharomyces_pombe@Seq_1227	121_1226	OG159229
U1 snRNP	Schizosaccharomyces_pombe@Seq_1428	121_1427	OG2733
U1 snRNP	Schizosaccharomyces_pombe@Seq_2172	121_2171	OG7309
U1 snRNP	Schizosaccharomyces_pombe@Seq_2485	121_2484	OG4924
U1 snRNP	Schizosaccharomyces_pombe@Seq_2698	121_2697	OG157652
U1 snRNP	Schizosaccharomyces_pombe@Seq_276	121_275	OG4047
U1 snRNP	Schizosaccharomyces_pombe@Seq_280	121_279	OG2378
U1 snRNP	Schizosaccharomyces_pombe@Seq_3424	121_3423	OG2778
U1 snRNP	Schizosaccharomyces_pombe@Seq_3576	121_3575	OG4990
U1 snRNP	Schizosaccharomyces_pombe@Seq_3605	121_3604	OG2905
U1 snRNP	Schizosaccharomyces_pombe@Seq_4227	121_4226	OG3543
U1 snRNP	Schizosaccharomyces_pombe@Seq_4385	121_4384	OG3454
U1 snRNP	Schizosaccharomyces_pombe@Seq_814	121_813	OG3423
U1 snRNP	Schizosaccharomyces_pombe@Seq_947	121_946	OG4441
U1 snRNP	Schizosaccharomyces_pombe@Seq_976	121_975	OG1084
U2 snRNP	Schizosaccharomyces_pombe@Seq_1217	121_1216	OG4627
U2 snRNP	Schizosaccharomyces_pombe@Seq_1428	121_1427	OG2733
U2 snRNP	Schizosaccharomyces_pombe@Seq_1839	121_1838	OG4217
U2 snRNP	Schizosaccharomyces_pombe@Seq_2014	121_2013	OG2975
U2 snRNP	Schizosaccharomyces_pombe@Seq_2066	121_2065	OG4608
U2 snRNP	Schizosaccharomyces_pombe@Seq_212	121_211	OG2009
U2 snRNP	Schizosaccharomyces_pombe@Seq_2435	121_2434	OG5082
U2 snRNP	Schizosaccharomyces_pombe@Seq_320	121_319	OG2660
U2 snRNP	Schizosaccharomyces_pombe@Seq_3200	121_3199	OG4089
U2 snRNP	Schizosaccharomyces_pombe@Seq_3576	121_3575	OG4990
U2 snRNP	Schizosaccharomyces_pombe@Seq_3599	121_3598	OG3264
U2 snRNP	Schizosaccharomyces_pombe@Seq_3605	121_3604	OG2905
U2 snRNP	Schizosaccharomyces_pombe@Seq_3827	121_3826	OG4840
U2 snRNP	Schizosaccharomyces_pombe@Seq_4059	121_4058	OG3723
U2 snRNP	Schizosaccharomyces_pombe@Seq_4227	121_4226	OG3543
U2 snRNP	Schizosaccharomyces_pombe@Seq_4385	121_4384	OG3454
U2 snRNP	Schizosaccharomyces_pombe@Seq_4628	121_4627	OG3985
U2 snRNP	Schizosaccharomyces_pombe@Seq_474	121_473	OG3852
U2 snRNP	Schizosaccharomyces_pombe@Seq_4781	121_4780	OG4084
U2 snRNP	Schizosaccharomyces_pombe@Seq_4938	121_4937	OG1592
U2 snRNP	Schizosaccharomyces_pombe@Seq_595	121_594	OG197075
U2 snRNP	Schizosaccharomyces_pombe@Seq_814	121_813	OG3423
U2-type post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_1255	121_1254	OG3916
U2-type post-mRNA release spliceosomal complex	Schizosaccharomyces_pombe@Seq_3275	121_3274	OG164101
U2-type post-spliceosomal complex	Schizosaccharomyces_pombe@Seq_1007	121_1006	OG4256
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_1208	121_1207	OG2974
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_1285	121_1284	OG3347
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_1603	121_1602	OG3385
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_1691	121_1690	OG2650
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_1839	121_1838	OG4217
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_2014	121_2013	OG2975
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_212	121_211	OG2009
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_2172	121_2171	OG7309
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_2485	121_2484	OG4924
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_276	121_275	OG4047
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_280	121_279	OG2378
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_3065	121_3064	OG1790
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_320	121_319	OG2660
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_3424	121_3423	OG2778
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_3576	121_3575	OG4990
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_3605	121_3604	OG2905
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_4059	121_4058	OG3723
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_4227	121_4226	OG3543
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_4385	121_4384	OG3454
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_4628	121_4627	OG3985
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_474	121_473	OG3852
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_4937	121_4936	OG3311
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_4938	121_4937	OG1592
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_551	121_550	OG4987
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_814	121_813	OG3423
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_875	121_874	OG4742
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_947	121_946	OG4441
U2-type prespliceosome	Schizosaccharomyces_pombe@Seq_976	121_975	OG1084
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_1601	121_1600	OG3729
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_1968	121_1967	OG1004
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_2116	121_2115	OG6056
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_2511	121_2510	OG1004
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_2628	121_2627	OG5513
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_2836	121_2835	OG6934
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_2848	121_2847	OG4462
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_2915	121_2914	OG3465
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_3426	121_3425	OG5789
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_3511	121_3510	OG3930
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_3686	121_3685	OG3390
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_372	121_371	OG5367
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_3827	121_3826	OG4840
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_4011	121_4010	OG9786
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_415	121_414	OG2726
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_4467	121_4466	OG1004
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_5090	121_5089	OG3664
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_871	121_870	OG5197
U2-type spliceosomal complex	Schizosaccharomyces_pombe@Seq_873	121_872	OG7653
U2AF	Schizosaccharomyces_pombe@Seq_1603	121_1602	OG3385
U2AF	Schizosaccharomyces_pombe@Seq_875	121_874	OG4742
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_1007	121_1006	OG4256
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_111	121_110	OG1538
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_1217	121_1216	OG4627
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_1428	121_1427	OG2733
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_143	121_142	OG3330
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_1875	121_1874	OG4588
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_2003	121_2002	OG2895
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_2440	121_2439	OG3632
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_2578	121_2577	OG1882
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_2708	121_2707	OG3971
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_2989	121_2988	OG1006
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_3213	121_3212	OG3758
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_3243	121_3242	OG3888
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_334	121_333	OG1025
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_3576	121_3575	OG4990
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_3605	121_3604	OG2905
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_4227	121_4226	OG3543
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_4298	121_4297	OG2153
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_4354	121_4353	OG4593
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_4368	121_4367	OG4421
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_4385	121_4384	OG3454
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_466	121_465	OG4655
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_4767	121_4766	OG76670
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_5120	121_5119	OG4071
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_583	121_582	OG4936
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_64	121_63	OG2388
U4/U6 x U5 tri-snRNP complex	Schizosaccharomyces_pombe@Seq_814	121_813	OG3423
U5 snRNP	Schizosaccharomyces_pombe@Seq_1007	121_1006	OG4256
U5 snRNP	Schizosaccharomyces_pombe@Seq_111	121_110	OG1538
U5 snRNP	Schizosaccharomyces_pombe@Seq_1954	121_1953	OG4028
U5 snRNP	Schizosaccharomyces_pombe@Seq_2198	121_2197	OG4586
U5 snRNP	Schizosaccharomyces_pombe@Seq_2989	121_2988	OG1006
U5 snRNP	Schizosaccharomyces_pombe@Seq_2997	121_2996	OG4625
U5 snRNP	Schizosaccharomyces_pombe@Seq_334	121_333	OG1025
U5 snRNP	Schizosaccharomyces_pombe@Seq_4014	121_4013	OG3777
U6 snRNP	Schizosaccharomyces_pombe@Seq_1875	121_1874	OG4588
U6 snRNP	Schizosaccharomyces_pombe@Seq_2440	121_2439	OG3632
U6 snRNP	Schizosaccharomyces_pombe@Seq_3213	121_3212	OG3758
U6 snRNP	Schizosaccharomyces_pombe@Seq_3243	121_3242	OG3888
U6 snRNP	Schizosaccharomyces_pombe@Seq_4298	121_4297	OG2153
U6 snRNP	Schizosaccharomyces_pombe@Seq_4334	121_4333	OG3586
U6 snRNP	Schizosaccharomyces_pombe@Seq_4354	121_4353	OG4593
U6 snRNP	Schizosaccharomyces_pombe@Seq_4368	121_4367	OG4421
UTP-C complex	Schizosaccharomyces_pombe@Seq_1174	121_1173	OG1845
UTP-C complex	Schizosaccharomyces_pombe@Seq_1403	121_1402	OG2667
UTP-C complex	Schizosaccharomyces_pombe@Seq_2816	121_2815	OG2171
UTP-C complex	Schizosaccharomyces_pombe@Seq_296	121_295	OG3615
UTP-C complex	Schizosaccharomyces_pombe@Seq_4377	121_4376	OG1712
VCP-NPL4-UFD1 AAA ATPase complex	Schizosaccharomyces_pombe@Seq_4281	121_4280	OG2940
Wpl/Pds5 cohesin loading/unloading complex	Schizosaccharomyces_pombe@Seq_4251	121_4250	OG73372
Wpl/Pds5 cohesin loading/unloading complex	Schizosaccharomyces_pombe@Seq_60	121_59	OG2643
acetolactate synthase complex	Schizosaccharomyces_pombe@Seq_1304	121_1303	OG2577
acetolactate synthase complex	Schizosaccharomyces_pombe@Seq_2769	121_2768	OG1388
activating signal cointegrator 1 complex	Schizosaccharomyces_pombe@Seq_1681	121_1680	OG91469
activating signal cointegrator 1 complex	Schizosaccharomyces_pombe@Seq_421	121_420	OG1006
activating signal cointegrator 1 complex	Schizosaccharomyces_pombe@Seq_4613	121_4612	OG10682
activating signal cointegrator 1 complex	Schizosaccharomyces_pombe@Seq_4877	121_4876	OG2457
alpha DNA polymerase:primase complex	Schizosaccharomyces_pombe@Seq_2477	121_2476	OG3209
alpha DNA polymerase:primase complex	Schizosaccharomyces_pombe@Seq_3282	121_3281	OG1911
alpha DNA polymerase:primase complex	Schizosaccharomyces_pombe@Seq_3346	121_3345	OG2475
alpha DNA polymerase:primase complex	Schizosaccharomyces_pombe@Seq_794	121_793	OG2681
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Schizosaccharomyces_pombe@Seq_2973	121_2972	OG1753
alpha,alpha-trehalose-phosphate synthase complex (UDP-forming)	Schizosaccharomyces_pombe@Seq_4071	121_4070	OG1314
