sce:YNL113W	ko:K03020
sce:YCL027W	ko:K11243
sce:YOR008C	ko:K11244
sce:YLR332W	ko:K11245
sce:YOL105C	ko:K11244
sce:YER118C	ko:K11246
sce:YGL089C	ko:K11234
sce:YPL187W	ko:K11234
sce:YDR461W	ko:K11235
sce:YNL145W	ko:K11235
sce:YAL041W	ko:K11236
sce:YBR200W	ko:K11237
sce:YLR147C	ko:K11088
sce:YOR159C	ko:K11097
sce:YPR182W	ko:K11098
sce:YGR074W	ko:K11087
sce:YDR076W	ko:K10957
sce:YDR004W	ko:K10958
sce:YLR175W	ko:K11131
sce:YLR233C	ko:K11132
sce:YIL009C-A	ko:K11133
sce:YOR144C	ko:K11134
sce:YGR280C	ko:K11135
sce:YBR085W	ko:K05863
sce:YER179W	ko:K10872
sce:YML032C	ko:K10873
sce:YDL059C	ko:K10959
sce:YBR010W	ko:K11253
sce:YMR224C	ko:K10865
sce:YNL250W	ko:K10866
sce:YBR009C	ko:K11254
sce:YDR369C	ko:K10868
sce:YGL163C	ko:K10875
sce:YNL031C	ko:K11253
sce:YPL008W	ko:K11273
sce:YPR135W	ko:K11274
sce:YOR244W	ko:K11304
sce:YCL016C	ko:K11271
sce:YDL159W	ko:K11226
sce:YLL002W	ko:K11309
sce:YDR363W-A	ko:K10881
sce:YPL001W	ko:K11303
sce:YPL235W	ko:K11338
sce:YPR023C	ko:K11339
sce:YMR284W	ko:K10884
sce:YHL004W	ko:K02967
sce:YCL061C	ko:K11272
sce:YMR078C	ko:K11269
sce:YGR116W	ko:K11292
sce:YBL008W	ko:K11293
sce:YGR159C	ko:K11294
sce:YJR101W	ko:K04564
sce:YPL127C	ko:K11275
sce:YHR191C	ko:K11270
sce:YMR076C	ko:K11267
sce:YFR027W	ko:K11268
sce:YHR046C	ko:K01092
sce:YPL231W	ko:K00667
sce:YKL182W	ko:K00668
sce:YNL021W	ko:K11407
sce:YPL116W	ko:K11484
sce:YPR068C	ko:K11482
sce:YPL209C	ko:K08850
sce:YGR244C	ko:K01900
sce:YDR257C	ko:K05302
sce:YPL018W	ko:K11554
sce:YAL034W-A	ko:K11559
sce:YER018C	ko:K11558
sce:YBL037W	ko:K11824
sce:YBR003W	ko:K05355
sce:YBR002C	ko:K11778
sce:YMR101C	ko:K11778
sce:YJL196C	ko:K10245
sce:YDL101C	ko:K06641
sce:YCL040W	ko:K00844
sce:YEL038W	ko:K09880
sce:YMR120C	ko:K00602
sce:YLR028C	ko:K00602
sce:YLR212C	ko:K10389
sce:YDL171C	ko:K00264
sce:YGL009C	ko:K01702
sce:YLR251W	ko:K13348
sce:YBR175W	ko:K14963
sce:YOR077W	ko:K13102
sce:YER133W	ko:K06269
sce:YNL202W	ko:K13237
sce:YGL256W	ko:K13954
sce:YGL174W	ko:K13106
sce:YNL099C	ko:K18043
sce:YOR057W	ko:K12795
sce:YJL092W	ko:K03657
sce:YIR005W	ko:K13107
sce:YLR430W	ko:K10706
sce:YLR066W	ko:K12948
sce:YHL002W	ko:K04705
sce:YLL036C	ko:K10599
sce:YDL219W	ko:K07560
sce:YNR052C	ko:K12581
sce:YIL044C	ko:K12486
sce:YDL135C	ko:K12462
sce:YDR196C	ko:K00859
sce:YKL197C	ko:K13338
sce:YNL329C	ko:K13339
sce:YDR142C	ko:K13341
sce:YDR244W	ko:K13342
sce:YGL153W	ko:K13343
sce:YLR191W	ko:K13344
sce:YMR026C	ko:K13345
sce:YLR116W	ko:K13095
sce:YNR006W	ko:K12182
sce:YPR173C	ko:K12196
sce:YLR025W	ko:K12194
sce:YKL002W	ko:K12191
sce:YDR510W	ko:K12160
sce:YIL008W	ko:K12161
sce:YJR102C	ko:K12189
sce:YLR417W	ko:K12190
sce:YLL039C	ko:K08770
sce:YKR035W-A	ko:K12197
sce:YDL122W	ko:K11870
sce:YOR124C	ko:K11849
sce:YOL004W	ko:K11644
sce:YGR278W	ko:K13100
sce:YLR085C	ko:K11662
sce:YML041C	ko:K11663
sce:YAL011W	ko:K11682
sce:YMR186W	ko:K04079
sce:YER098W	ko:K11872
sce:YCL008C	ko:K12183
sce:YMR077C	ko:K12195
sce:YOR308C	ko:K11984
sce:YIL156W	ko:K11871
sce:YER143W	ko:K11885
sce:YIR011C	ko:K11888
sce:YPL072W	ko:K11874
sce:YGR206W	ko:K12187
sce:YLR181C	ko:K12199
sce:YGL141W	ko:K10589
sce:YMR276W	ko:K04523
sce:YDR486C	ko:K12198
sce:YKL041W	ko:K12193
sce:YPL094C	ko:K12275
sce:YBR171W	ko:K12273
sce:YOR142W	ko:K01899
sce:YML068W	ko:K11971
sce:YDR260C	ko:K12416
sce:YML027W	ko:K12411
sce:YDR451C	ko:K12411
sce:YJR046W	ko:K12414
sce:YMR043W	ko:K12412
sce:YOR083W	ko:K12413
sce:YPR189W	ko:K12600
sce:YCR075C	ko:K12386
sce:YNL299W	ko:K12596
sce:YGR204W	ko:K00288
sce:YIR022W	ko:K13280
sce:YLR424W	ko:K13103
sce:YLR017W	ko:K00772
sce:YLR021W	ko:K11881
sce:YMR138W	ko:K07943
sce:YKL206C	ko:K11880
sce:YLR199C	ko:K11879
sce:YER061C	ko:K09458
sce:YBL067C	ko:K11872
sce:YER122C	ko:K12493
sce:YPL259C	ko:K12393
sce:YPL006W	ko:K12385
sce:YPR029C	ko:K12391
sce:YDL072C	ko:K14009
sce:YBL058W	ko:K14012
sce:YBR084W	ko:K00288
sce:YDR265W	ko:K13346
sce:YDL084W	ko:K12812
sce:YER172C	ko:K12854
sce:YBR065C	ko:K12872
sce:YIL049W	ko:K12345
sce:YCL004W	ko:K00995
sce:YFR010W	ko:K11843
sce:YGL155W	ko:K11713
sce:YNL215W	ko:K11676
sce:YLR052W	ko:K11677
sce:YOR189W	ko:K11678
sce:YER092W	ko:K11679
sce:YLR399C	ko:K11684
sce:YMR091C	ko:K11761
sce:YDR485C	ko:K11664
sce:YCR020W-B	ko:K11769
sce:YEL044W	ko:K11667
sce:YOR141C	ko:K11673
sce:YBR289W	ko:K11648
sce:YDR287W	ko:K01092
sce:YBR026C	ko:K07512
sce:YJR099W	ko:K05609
sce:YPR034W	ko:K11767
sce:YBL075C	ko:K03283
sce:YMR203W	ko:K11518
sce:YGL004C	ko:K11887
sce:YPL144W	ko:K11882
sce:YPL003W	ko:K04532
sce:YLR385C	ko:K11683
sce:YLR369W	ko:K04043
sce:YDR069C	ko:K11839
sce:YML127W	ko:K11763
sce:YLR033W	ko:K11766
sce:YMR033W	ko:K11768
sce:YOR336W	ko:K11718
sce:YNL186W	ko:K11873
sce:YGR056W	ko:K11756
sce:YDR303C	ko:K11758
sce:YKR008W	ko:K11759
sce:YHR054C	ko:K11758
sce:YHR056C	ko:K11758
sce:YBR213W	ko:K02304
sce:YDL141W	ko:K01942
sce:YFR037C	ko:K11762
sce:YBL098W	ko:K00486
sce:YPL016W	ko:K11771
sce:YJL176C	ko:K11772
sce:YDR073W	ko:K11774
sce:YNR023W	ko:K11775
sce:YGL234W	ko:K11788
sce:YPL247C	ko:K11805
sce:YOR145C	ko:K11884
sce:YKL087C	ko:K01764
sce:YBL006C	ko:K11764
sce:YLL011W	ko:K11806
sce:YLR321C	ko:K11770
sce:YHR111W	ko:K11996
sce:YHL025W	ko:K11773
sce:YFL049W	ko:K11776
sce:YHL030W	ko:K11886
sce:YLR389C	ko:K01408
sce:YIL126W	ko:K11786
sce:YOR290C	ko:K11786
sce:YOR275C	ko:K12200
sce:YBR233W-A	ko:K11568
sce:YJR058C	ko:K11827
sce:YGL150C	ko:K11665
sce:YJR036C	ko:K12232
sce:YDR320C-A	ko:K11569
sce:YKL052C	ko:K11566
sce:YKR083C	ko:K11567
sce:YDR201W	ko:K11572
sce:YFL007W	ko:K06699
sce:YBR173C	ko:K11599
sce:YHR023W	ko:K10352
sce:YKR017C	ko:K11968
sce:YEL037C	ko:K10839
sce:YER151C	ko:K11841
sce:YBR058C	ko:K11836
sce:YMR304W	ko:K11838
sce:YER144C	ko:K11839
sce:YGR262C	ko:K08851
sce:YPL002C	ko:K12188
sce:YPL065W	ko:K12184
sce:YKL007W	ko:K10364
sce:YNL256W	ko:K13939
sce:YPR181C	ko:K14006
sce:YIL109C	ko:K14007
sce:YDL226C	ko:K12492
sce:YLL008W	ko:K13181
sce:YML055W	ko:K12947
sce:YLR270W	ko:K12584
sce:YPR094W	ko:K12834
sce:YOR048C	ko:K12619
sce:YBR055C	ko:K12855
sce:YEL015W	ko:K12615
sce:YHR165C	ko:K12856
sce:YDL098C	ko:K12848
sce:YMR213W	ko:K12860
sce:YAL032C	ko:K06063
sce:YDR364C	ko:K12816
sce:YNL112W	ko:K12823
sce:YCR077C	ko:K12617
sce:YKL024C	ko:K13800
sce:YJL124C	ko:K12620
sce:YBL026W	ko:K12621
sce:YOL021C	ko:K12585
sce:YDR243C	ko:K12858
sce:YCR063W	ko:K12873
sce:YPR082C	ko:K12859
sce:YDR292C	ko:K13431
sce:YPL151C	ko:K12862
sce:YPL178W	ko:K12883
sce:YLR323C	ko:K13127
sce:YMR006C	ko:K13333
sce:YOL011W	ko:K13333
sce:YMR008C	ko:K13333
sce:YMR125W	ko:K12882
sce:YLR117C	ko:K12869
sce:YJR050W	ko:K12870
sce:YDR416W	ko:K12867
sce:YBR237W	ko:K12811
sce:YBL040C	ko:K10949
sce:YDR030C	ko:K10570
sce:YPR141C	ko:K10405
sce:YJL073W	ko:K09523
sce:YKR069W	ko:K00589
sce:YNL286W	ko:K13093
sce:YKR067W	ko:K13507
sce:YPR140W	ko:K13511
sce:YDR380W	ko:K12732
sce:YBR072W	ko:K13993
sce:YNL278W	ko:K12609
sce:YFL023W	ko:K17560
sce:RDN5-1	ko:K01981
sce:RDN5-2	ko:K01981
sce:RDN5-3	ko:K01981
sce:RDN5-4	ko:K01981
sce:RDN5-5	ko:K01981
sce:RDN5-6	ko:K01981
sce:YAL021C	ko:K12603
sce:YDL065C	ko:K13337
sce:YMR062C	ko:K00620
sce:YER146W	ko:K12624
sce:YGL226C-A	ko:K12691
sce:YNL288W	ko:K12606
sce:YBR022W	ko:K15529
sce:YML046W	ko:K13217
sce:YMR020W	ko:K13367
sce:YHR081W	ko:K12592
sce:YNR024W	ko:K12594
sce:YOR076C	ko:K12595
sce:YIL079C	ko:K12597
sce:YDL175C	ko:K12597
sce:YJL050W	ko:K12598
sce:YNL139C	ko:K12879
sce:YKL173W	ko:K12853
sce:YNL147W	ko:K12626
sce:YDR195W	ko:K15543
sce:YNL222W	ko:K15544
sce:YCR093W	ko:K12604
sce:YDL165W	ko:K12605
sce:YOR001W	ko:K12591
sce:YJR022W	ko:K12627
sce:YGR095C	ko:K12590
sce:YLR398C	ko:K12599
sce:YGL213C	ko:K12601
sce:YDR329C	ko:K13336
sce:YNL012W	ko:K13357
sce:YLR438C-A	ko:K12622
sce:YML019W	ko:K12669
sce:YNL118C	ko:K12613
sce:YMR199W	ko:K12760
sce:YER112W	ko:K12623
sce:YOR150W	ko:K02871
sce:YOL086C	ko:K13953
sce:YMR161W	ko:K09518
sce:YMR056C	ko:K05863
sce:YJL167W	ko:K00787
sce:YPL069C	ko:K00804
sce:YNL138W-A	ko:K12832
sce:YNL253W	ko:K12880
sce:YDR381W	ko:K12881
sce:YDL030W	ko:K12827
sce:YMR240C	ko:K12829
sce:YNR011C	ko:K12814
sce:YKR086W	ko:K12815
sce:YDR473C	ko:K12843
sce:YGR091W	ko:K12844
sce:YFR005C	ko:K12847
sce:YGR006W	ko:K12817
sce:YER013W	ko:K12818
sce:YDR088C	ko:K12819
sce:YEL026W	ko:K12845
sce:YGR075C	ko:K12851
sce:YML049C	ko:K12830
sce:YGL120C	ko:K12820
sce:YKL012W	ko:K12821
sce:YNR033W	ko:K13950
sce:YOR319W	ko:K12831
sce:YPL213W	ko:K11092
sce:YPR051W	ko:K00670
sce:YLR328W	ko:K06210
sce:YDR424C	ko:K10418
sce:YDR163W	ko:K12863
sce:YDR488C	ko:K10415
sce:YIL061C	ko:K11093
sce:YEL029C	ko:K00868
sce:YGL018C	ko:K04082
sce:YFL059W	ko:K06215
sce:YPR184W	ko:K01196
sce:YMR303C	ko:K13953
sce:YGR110W	ko:K13535
sce:YDL126C	ko:K13525
sce:YMR290C	ko:K13179
sce:YBL074C	ko:K13205
sce:YDR477W	ko:K12761
sce:YNR032C-A	ko:K13113
sce:YNL232W	ko:K07573
sce:YFL028C	ko:K12608
sce:YDL035C	ko:K12762
sce:YMR016C	ko:K12763
sce:YJR094C	ko:K12764
sce:YJL106W	ko:K12765
sce:YMR139W	ko:K12766
sce:YFL033C	ko:K12767
sce:YDR285W	ko:K12768
sce:YHR124W	ko:K12769
sce:YBR045C	ko:K12770
sce:YDR523C	ko:K12771
sce:YOR313C	ko:K12772
sce:YGR059W	ko:K12773
sce:YER106W	ko:K12774
sce:YDR439W	ko:K12775
sce:YOR351C	ko:K12776
sce:YLR263W	ko:K12777
sce:YIL072W	ko:K12778
sce:YDR310C	ko:K12779
sce:YPR007C	ko:K12780
sce:YIR025W	ko:K12781
sce:YGR225W	ko:K12782
sce:YHR184W	ko:K12783
sce:YJL002C	ko:K12666
sce:YOR103C	ko:K12668
sce:YOR085W	ko:K12669
sce:YOR195W	ko:K12575
sce:YHR152W	ko:K12576
sce:YHL022C	ko:K10878
sce:YPR127W	ko:K05275
sce:YLR187W	ko:K12609
sce:YDL104C	ko:K01409
sce:YKL215C	ko:K01469
sce:YLL029W	ko:K01262
sce:YLR016C	ko:K13108
sce:YNL255C	ko:K09250
sce:YBL011W	ko:K13507
sce:YMR189W	ko:K00281
sce:YEL070W	ko:K00045
sce:YGR019W	ko:K13524
sce:YGL094C	ko:K12571
sce:YKL025C	ko:K12572
sce:YJR024C	ko:K08964
sce:YMR009W	ko:K08967
sce:YOL149W	ko:K12612
sce:YDL160C	ko:K12614
sce:YGL173C	ko:K12618
sce:YDR378C	ko:K12625
sce:YDR110W	ko:K12577
sce:YDL111C	ko:K12589
sce:YCR035C	ko:K12586
sce:YPR178W	ko:K12662
sce:YDR499W	ko:K12578
sce:YJL059W	ko:K12389
sce:YIL038C	ko:K12580
sce:YER069W	ko:K12659
sce:YIL016W	ko:K14017
sce:YER051W	ko:K10276
sce:YHR066W	ko:K14859
sce:YKL073W	ko:K09486
sce:YLR097C	ko:K10295
sce:YLR207W	ko:K14023
sce:YML029W	ko:K14024
sce:YFL038C	ko:K07874
sce:YGR048W	ko:K14016
sce:YGL062W	ko:K01958
sce:YDR127W	ko:K13830
sce:YMR099C	ko:K01792
sce:YGL154C	ko:K06133
sce:YDL052C	ko:K13509
sce:YBR218C	ko:K01958
sce:YDR518W	ko:K09580
sce:YGR010W	ko:K06210
sce:YJR137C	ko:K00381
sce:YOR288C	ko:K09584
sce:YDR168W	ko:K09554
sce:YEL020C	ko:K12261
sce:YBR145W	ko:K13953
sce:YOR175C	ko:K13519
sce:YGL169W	ko:K07566
sce:YDR173C	ko:K00915
sce:YDL043C	ko:K12826
sce:YIL033C	ko:K04739
sce:YAL060W	ko:K00004
sce:YGL210W	ko:K07905
sce:YBR227C	ko:K03544
sce:YLR043C	ko:K03671
sce:YBR149W	ko:K00063
sce:YMR041C	ko:K00062
sce:YPL218W	ko:K07953
sce:YBR201W	ko:K13989
sce:YDR411C	ko:K13989
sce:YNL081C	ko:K02952
sce:YPL023C	ko:K00297
sce:YFL044C	ko:K13719
sce:YKL157W	ko:K13721
sce:YLR057W	ko:K01230
sce:YMR264W	ko:K14022
sce:YDR057W	ko:K10088
sce:YOL031C	ko:K14001
sce:YMR083W	ko:K13953
sce:YIL005W	ko:K13996
sce:YBR248C	ko:K01663
sce:YCR028C	ko:K03448
sce:YDR171W	ko:K13993
sce:YDL168W	ko:K00121
sce:YOR251C	ko:K01011
sce:YGR218W	ko:K14290
sce:YJL031C	ko:K14050
sce:YDL116W	ko:K14301
sce:YGL172W	ko:K14307
sce:YCR068W	ko:K17900
sce:YOL113W	ko:K19833
sce:YML067C	ko:K20366
sce:YDR493W	ko:K18170
sce:RDN18-2	ko:K01979
sce:RDN18-1	ko:K01979
sce:YNL244C	ko:K03113
sce:YPL082C	ko:K15192
sce:YIR038C	ko:K00799
sce:tS_GCU_O	ko:K14233
sce:YOR222W	ko:K15110
sce:YCR079W	ko:K19708
sce:YJL039C	ko:K14310
sce:YMR034C	ko:K14347
sce:YOL055C	ko:K00877
sce:YMR297W	ko:K13289
sce:YLL058W	ko:K01739
sce:YKL211C	ko:K01656
sce:YLR348C	ko:K13577
sce:YJL068C	ko:K01070
sce:YKL078W	ko:K14781
sce:YAL061W	ko:K00004
sce:YHR075C	ko:K13617
sce:YMR080C	ko:K14326
sce:YNL119W	ko:K14169
sce:tA_AGC_M1	ko:K14218
sce:tA_AGC_K2	ko:K14218
sce:tC_GCA_G	ko:K14222
sce:tC_GCA_P1	ko:K14222
sce:tC_GCA_B	ko:K14222
sce:tC_GCA_P2	ko:K14222
sce:tK_UUU_K	ko:K14229
sce:tK_UUU_G1	ko:K14229
sce:tK_UUU_L	ko:K14229
sce:tK_UUU_O	ko:K14229
sce:tK_UUU_D	ko:K14229
sce:tV_AAC_G2	ko:K14237
sce:tV_AAC_M2	ko:K14237
sce:tV_AAC_G3	ko:K14237
sce:tV_AAC_E2	ko:K14237
sce:tV_AAC_M3	ko:K14237
sce:tV_AAC_K2	ko:K14237
sce:tV_AAC_J	ko:K14237
sce:tV_AAC_G1	ko:K14237
sce:tV_AAC_H	ko:K14237
sce:tV_AAC_L	ko:K14237
sce:tV_AAC_K1	ko:K14237
sce:tV_AAC_M1	ko:K14237
sce:tV_AAC_E1	ko:K14237
sce:tV_AAC_O	ko:K14237
sce:tE_UUC_G2	ko:K14224
sce:tE_UUC_G3	ko:K14224
sce:tE_UUC_J	ko:K14224
sce:tE_UUC_G1	ko:K14224
sce:tE_UUC_E1	ko:K14224
sce:tE_UUC_P	ko:K14224
sce:tE_UUC_E2	ko:K14224
sce:tE_UUC_L	ko:K14224
sce:tE_UUC_B	ko:K14224
sce:tE_UUC_K	ko:K14224
sce:tE_UUC_E3	ko:K14224
sce:tE_UUC_C	ko:K14224
sce:tE_UUC_I	ko:K14224
sce:tE_UUC_M	ko:K14224
sce:tE_CUC_D	ko:K14224
sce:tE_CUC_I	ko:K14224
sce:tT_UGU_Q1	ko:K14234
sce:tT_UGU_H	ko:K14234
sce:tT_UGU_G1	ko:K14234
sce:tT_UGU_P	ko:K14234
sce:tT_UGU_G2	ko:K14234
sce:tV_UAC_B	ko:K14237
sce:tV_UAC_D	ko:K14237
sce:tA_AGC_D	ko:K14218
sce:tA_AGC_M2	ko:K14218
sce:tA_AGC_K1	ko:K14218
sce:tA_AGC_L	ko:K14218
sce:tA_AGC_G	ko:K14218
sce:tA_AGC_F	ko:K14218
sce:tA_AGC_P	ko:K14218
sce:tA_AGC_H	ko:K14218
sce:tA_AGC_J	ko:K14218
sce:YPL266W	ko:K14191
sce:YGL136C	ko:K15508
sce:YOL123W	ko:K14411
sce:YDR117C	ko:K15027
sce:YML103C	ko:K14311
sce:YKL205W	ko:K14288
sce:YMR047C	ko:K14297
sce:tG_GCC_G1	ko:K14225
sce:tG_GCC_J1	ko:K14225
sce:tG_GCC_P1	ko:K14225
sce:tG_GCC_D2	ko:K14225
sce:tG_GCC_F2	ko:K14225
sce:tG_GCC_E	ko:K14225
sce:tG_GCC_O2	ko:K14225
sce:tG_GCC_C	ko:K14225
sce:tG_GCC_M	ko:K14225
sce:tG_GCC_G2	ko:K14225
sce:tG_GCC_O1	ko:K14225
sce:tG_GCC_P2	ko:K14225
sce:tG_GCC_J2	ko:K14225
sce:tG_GCC_F1	ko:K14225
sce:tG_GCC_D1	ko:K14225
sce:tG_GCC_B	ko:K14225
sce:YDR335W	ko:K14289
sce:YPL258C	ko:K00877
sce:YLR059C	ko:K13288
sce:YNL101W	ko:K14209
sce:YJL060W	ko:K14264
sce:YKR002W	ko:K14376
sce:YDR087C	ko:K14849
sce:YFR001W	ko:K14817
sce:YMR061W	ko:K14408
sce:YJR093C	ko:K14405
sce:YOR250C	ko:K14399
sce:tE_UUC_Q	ko:K14224
sce:YPL169C	ko:K14284
sce:YIL149C	ko:K09291
sce:YFR006W	ko:K14213
sce:RDN25-1	ko:K01982
sce:RDN25-2	ko:K01982
sce:YFL030W	ko:K00830
sce:YHR077C	ko:K14327
sce:YPR107C	ko:K14404
sce:YER107C	ko:K14298
sce:YNL135C	ko:K09568
sce:YBL079W	ko:K14312
sce:YER165W	ko:K13126
sce:YPL214C	ko:K14154
sce:YLL027W	ko:K22063
sce:YDR497C	ko:K08150
sce:ICR1	ko:K01982
sce:RDN37-1	ko:K01979
sce:RDN37-1	ko:K01982
sce:RDN37-2	ko:K01979
sce:RDN37-2	ko:K01982
sce:YOL103W	ko:K08150
sce:YLR347C	ko:K14293
sce:YAL019W	ko:K14439
sce:YOL114C	ko:K15033
sce:YIR026C	ko:K14819
sce:YKR084C	ko:K14416
sce:YKL106W	ko:K14455
sce:YMR243C	ko:K14688
sce:YNL298W	ko:K19833
sce:YDR021W	ko:K13025
sce:YGL026C	ko:K01694
sce:YHR135C	ko:K02218
sce:YIL091C	ko:K14774
sce:YLR277C	ko:K14403
sce:YLR027C	ko:K14454
sce:YOR245C	ko:K14457
sce:YMR318C	ko:K00002
sce:YBR061C	ko:K14864
sce:YHR052W	ko:K14783
sce:YLR003C	ko:K14784
sce:YLR109W	ko:K14171
sce:YBR235W	ko:K14429
sce:YBR296C	ko:K14640
sce:YOR316C	ko:K14688
sce:YIL023C	ko:K14713
sce:YDR301W	ko:K14401
sce:YDR228C	ko:K14400
sce:YPL140C	ko:K08294
sce:YGL211W	ko:K14168
sce:YIR001C	ko:K14396
sce:YGL044C	ko:K14407
sce:YGR180C	ko:K10808
sce:YPR073C	ko:K14394
sce:YMR116C	ko:K14753
sce:YFL002C	ko:K14809
sce:YMR093W	ko:K14549
sce:YAL022C	ko:K15014
sce:YCL030C	ko:K14152
sce:tL_UAA_D	ko:K14228
sce:tL_UAA_L	ko:K14228
sce:tL_UAA_B2	ko:K14228
sce:tL_UAA_N	ko:K14228
sce:tL_UAA_J	ko:K14228
sce:tL_UAA_B1	ko:K14228
sce:tL_UAA_K	ko:K14228
sce:tI_AAU_D	ko:K14227
sce:tI_AAU_G	ko:K14227
sce:tI_AAU_I2	ko:K14227
sce:tI_AAU_N1	ko:K14227
sce:tI_AAU_P2	ko:K14227
sce:tI_AAU_L2	ko:K14227
sce:tI_AAU_P1	ko:K14227
sce:tI_AAU_L1	ko:K14227
sce:tI_AAU_N2	ko:K14227
sce:tI_AAU_I1	ko:K14227
sce:tI_AAU_E1	ko:K14227
sce:tI_AAU_E2	ko:K14227
sce:tI_AAU_B	ko:K14227
sce:tW_CCA_K	ko:K14235
sce:tI_UAU_D	ko:K14227
sce:tY_GUA_D	ko:K14236
sce:tY_GUA_M2	ko:K14236
sce:tY_GUA_O	ko:K14236
sce:tY_GUA_M1	ko:K14236
sce:tY_GUA_J1	ko:K14236
sce:tY_GUA_F1	ko:K14236
sce:tP_UGG_A	ko:K14232
sce:tP_UGG_N2	ko:K14232
sce:tP_UGG_L	ko:K14232
sce:tP_UGG_N1	ko:K14232
sce:tP_UGG_O1	ko:K14232
sce:tP_UGG_F	ko:K14232
sce:tP_UGG_O2	ko:K14232
sce:tP_UGG_O3	ko:K14232
sce:tH_GUG_E1	ko:K14226
sce:tH_GUG_H	ko:K14226
sce:tH_GUG_G1	ko:K14226
sce:tH_GUG_G2	ko:K14226
sce:tH_GUG_K	ko:K14226
sce:tH_GUG_M	ko:K14226
sce:tH_GUG_E2	ko:K14226
sce:tP_AGG_C	ko:K14232
sce:tP_AGG_N	ko:K14232
sce:tK_CUU_C	ko:K14229
sce:tK_CUU_M	ko:K14229
sce:tK_CUU_G2	ko:K14229
sce:tK_CUU_G1	ko:K14229
sce:tK_CUU_D2	ko:K14229
sce:tK_CUU_E1	ko:K14229
sce:tK_CUU_G3	ko:K14229
sce:tK_CUU_K	ko:K14229
sce:tK_CUU_P	ko:K14229
sce:tK_CUU_D1	ko:K14229
sce:tK_CUU_J	ko:K14229
sce:tK_CUU_E2	ko:K14229
sce:tK_CUU_I	ko:K14229
sce:tK_CUU_F	ko:K14229
sce:YML031W	ko:K14315
sce:tR_UCU_B	ko:K14219
sce:tR_UCU_J1	ko:K14219
sce:tR_UCU_G1	ko:K14219
sce:tR_UCU_E	ko:K14219
sce:tR_UCU_M1	ko:K14219
sce:tR_UCU_G3	ko:K14219
sce:tR_UCU_J2	ko:K14219
sce:tR_UCU_D	ko:K14219
sce:tR_UCU_K	ko:K14219
sce:tR_UCU_G2	ko:K14219
sce:tR_UCU_M2	ko:K14219
sce:YDR478W	ko:K14531
sce:YLR145W	ko:K14532
sce:tQ_UUG_C	ko:K14223
sce:tQ_UUG_L	ko:K14223
sce:tQ_UUG_D2	ko:K14223
sce:tQ_UUG_D1	ko:K14223
sce:tQ_UUG_D3	ko:K14223
sce:tQ_UUG_E1	ko:K14223
sce:tQ_UUG_H	ko:K14223
sce:tQ_UUG_B	ko:K14223
sce:tQ_UUG_E2	ko:K14223
sce:tQ_CUG_M	ko:K14223
sce:tD_GUC_B	ko:K14221
sce:tD_GUC_G2	ko:K14221
sce:tD_GUC_I2	ko:K14221
sce:tD_GUC_J3	ko:K14221
sce:tD_GUC_L2	ko:K14221
sce:tD_GUC_J2	ko:K14221
sce:tD_GUC_M	ko:K14221
sce:tD_GUC_G1	ko:K14221
sce:tD_GUC_I1	ko:K14221
sce:tD_GUC_O	ko:K14221
sce:tD_GUC_J4	ko:K14221
sce:tD_GUC_D	ko:K14221
sce:tD_GUC_L1	ko:K14221
sce:tD_GUC_J1	ko:K14221
sce:tD_GUC_K	ko:K14221
sce:tL_CAA_G2	ko:K14228
sce:tL_CAA_N	ko:K14228
sce:tL_CAA_L	ko:K14228
sce:tL_CAA_M	ko:K14228
sce:tL_CAA_A	ko:K14228
sce:tL_CAA_K	ko:K14228
sce:tL_CAA_G1	ko:K14228
sce:tL_CAA_C	ko:K14228
sce:tL_GAG_G	ko:K14228
sce:YDR519W	ko:K09569
sce:YCR037C	ko:K14430
sce:YJL198W	ko:K14430
sce:YNR013C	ko:K14430
sce:tF_GAA_B	ko:K14231
sce:tF_GAA_M	ko:K14231
sce:tF_GAA_N	ko:K14231
sce:tT_AGU_I1	ko:K14234
sce:tT_AGU_O2	ko:K14234
sce:tT_AGU_J	ko:K14234
sce:tT_AGU_C	ko:K14234
sce:tT_AGU_N1	ko:K14234
sce:tT_AGU_H	ko:K14234
sce:tT_AGU_D	ko:K14234
sce:tT_AGU_I2	ko:K14234
sce:tT_AGU_B	ko:K14234
sce:tT_AGU_O1	ko:K14234
sce:tT_AGU_N2	ko:K14234
sce:tA_UGC_A	ko:K14218
sce:tA_UGC_G	ko:K14218
sce:tA_UGC_L	ko:K14218
sce:tA_UGC_O	ko:K14218
sce:tA_UGC_E	ko:K14218
sce:YPR054W	ko:K08293
sce:YLL034C	ko:K14571
sce:YPL043W	ko:K14573
sce:YLR397C	ko:K14575
sce:YPL011C	ko:K14650
sce:YKR060W	ko:K14775
sce:YJL069C	ko:K14553
sce:YBL056W	ko:K14803
sce:YER089C	ko:K14803
sce:YJR001W	ko:K15015
sce:YIL102C-A	ko:K09658
sce:YHR196W	ko:K14551
sce:YLR409C	ko:K14554
sce:YNL016W	ko:K13201
sce:YGL111W	ko:K14841
sce:YNL132W	ko:K14521
sce:snR18	ko:K14866
sce:snR38	ko:K14869
sce:snR49	ko:K14926
sce:snR81	ko:K14928
sce:YKL021C	ko:K14830
sce:YIR012W	ko:K14818
sce:YLR002C	ko:K14834
sce:YER126C	ko:K14842
sce:YNL110C	ko:K14838
