"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"	"Accession-1"	"Accession-2"
G3O-30177	"YEL062W"	34407	36254	G3O-30177-MONOMER	""	""		"YEL062W"	
YJR133W	"YJR133W"	672991	673620	YJR133W-MONOMER	PWY-6620 // PWY3O-2220 // PWY-6610 // PWY3O-1 // SALVPURINE2-PWY // PWY3O-743	GUANPRIBOSYLTRAN-RXN // HYPOXANPRIBOSYLTRAN-RXN // XANPRIBOSYLTRAN-RXN		"YJR133W"	
G3O-32149	"YLL050C"	39804	40414	G3O-32149-MONOMER	""	""		"YLL050C"	
G3O-30350	"YER056C-A"	269423	270185	G3O-30350-MONOMER	""	""		"YER056C-A"	
G3O-31415	"YIL170W"	19847	21220		""	""		"YIL170W"	
YOR360C	"YOR360C"	1013241	1014821	YOR360C-MONOMER	""	3.1.4.17-RXN		"YOR360C"	
G3O-28846	"YAL036C"	75043	76152	G3O-28846-MONOMER	""	""		"YAL036C"	
G3O-32668	"YML076C"	112513	115347	G3O-32668-MONOMER	""	""		"YML076C"	
G3O-32331	"YLR215C"	570776	571858	G3O-32331-MONOMER	""	""		"YLR215C"	
G3O-31345	"YIL080W"	205635	210357		""	""		"YIL080W"	
G3O-29113	"YBR163W"	565723	567480	G3O-29113-MONOMER	""	RXN0-2605		"YBR163W"	
G3O-32846	"YMR156C"	570300	571016	G3O-32846-MONOMER	""	""		"YMR156C"	
G3O-34156	"YPL275W"	18369	19079		""	""		"YPL275W"	
G3O-33153	"YNL133C"	374171	374692	G3O-33153-MONOMER	""	""		"YNL133C"	
G3O-29325	"YCR008W"	128470	130281	G3O-29325-MONOMER	""	PROTEIN-KINASE-RXN		"YCR008W"	
G3O-29318	"YCL074W"	2824	3750		""	""		"YCL074W"	
G3O-30653	"YGL164C"	191978	193300	G3O-30653-MONOMER	""	""		"YGL164C"	
G3O-33321	"YNR002C"	633008	633856	G3O-33321-MONOMER	""	""		"YNR002C"	
G3O-32122	"YLL017W"	112234	112545		""	""		"YLL017W"	
G3O-33673	"YOR156C"	628360	630540	G3O-33673-MONOMER	""	""		"YOR156C"	
G3O-30823	"YGR116W"	720409	724764	G3O-30823-MONOMER	""	""		"YGR116W"	
G3O-31454	"YIR043C"	437043	437735		""	""		"YIR043C"	
G3O-29600	"YDL219W"	65242	65765	G3O-29600-MONOMER	""	""		"YDL219W"	
G3O-33838	"YOR370C"	1029183	1030994	G3O-33838-MONOMER	""	""		"YOR370C"	
G3O-31416	"YIL171W"	19515	19844		""	""		"YIL171W"	
G3O-31145	"YHR100C"	314116	314673	G3O-31145-MONOMER	""	""		"YHR100C"	
G3O-31350	"YIL090W"	193595	195070	G3O-31350-MONOMER	""	""		"YIL090W"	
G3O-31412	"YIL167W"	29416	30048		""	""		"YIL167W"	
G3O-29688	"YDR083W"	612073	613251	G3O-29688-MONOMER	""	""		"YDR083W"	
G3O-29854	"YDR291W"	1039728	1042961	G3O-29854-MONOMER	""	""		"YDR291W"	
G3O-34157	"YPL276W"	17948	18385		""	""		"YPL276W"	
G3O-34145	"YPL260W"	49303	50958	G3O-34145-MONOMER	""	""		"YPL260W"	
G3O-34316	"YPR194C"	924304	926937	G3O-34316-MONOMER	""	""		"YPR194C"	
G3O-29319	"YCL075W"	2126	2566		""	""		"YCL075W"	
G3O-31635	"YJL207C"	41389	47433	G3O-31635-MONOMER	""	""		"YJL207C"	
G3O-31857	"YKL058W"	330166	330534	G3O-31857-MONOMER	""	""		"YKL058W"	
G3O-33401	"YNL054W-B"	519456	524706	MONOMER3O-39568	""	""		"YNL054W-B"	
YFL041W	"YFL041W"	49139	51007	YFL041W-MONOMER	""	""		"YFL041W"	
YJL200C	"YJL200C"	56444	58813	YJL200C-MONOMER	GLYOXYLATE-BYPASS // PWY-5690	ACONITATEHYDR-RXN // ACONITATEDEHYDR-RXN		"YJL200C"	
G3O-28885	"YAR061W"	218140	218343		""	""		"YAR061W"	
G3O-30160	"YEL039C"	79636	79977	G3O-30160-MONOMER	""	""		"YEL039C"	
G3O-30330	"YER169W"	523369	525759	G3O-30330-MONOMER	""	""		"YER169W"	
G3O-31455	"YIR044C"	437994	438179		""	""		"YIR044C"	
G3O-32132	"YLL028W"	84804	86564	G3O-32132-MONOMER	""	""		"YLL028W"	
G3O-28829	"YAL017W"	120225	124295	G3O-28829-MONOMER	""	PROTEIN-KINASE-RXN		"YAL017W"	
G3O-31418	"YIL174W"	9469	9696		""	""		"YIL174W"	
YOR202W	"YOR202W"	721946	722608	YOR202W-MONOMER	HISTSYN-PWY	IMIDPHOSDEHYD-RXN		"YOR202W"	
G3O-32314	"YLR192C"	538792	539589	G3O-32314-MONOMER	""	""		"YLR192C"	
G3O-31413	"YIL168W"	29032	29415		""	""		"YIL168W"	
G3O-32652	"YML057W"	160180	161994	G3O-32652-MONOMER	""	3.1.3.16-RXN		"YML057W"	
G3O-32826	"YMR133W"	536207	537609	G3O-32826-MONOMER	""	""		"YMR133W"	
G3O-34358	"YPL060C-A"	439428	442742		""	""		"YPL060C-A"	
G3O-29095	"YBR141C"	527025	528038	G3O-29095-MONOMER	""	""		"YBR141C"	
G3O-29305	"YCL051W"	35865	37616	G3O-29305-MONOMER	""	""		"YCL051W"	
G3O-29732	"YDR134C"	721071	721481		""	""		"YDR134C"	
G3O-33134	"YNL110C"	417826	418488	G3O-33134-MONOMER	""	""		"YNL110C"	
G3O-33302	"YNL315C"	43324	44280	G3O-33302-MONOMER	""	ATPSYN-RXN		"YNL315C"	
G3O-33541	"YOL153C"	36822	38567		""	""		"YOL153C"	
G3O-30636	"YGL141W"	238353	241085	G3O-30636-MONOMER	""	""		"YGL141W"	
G3O-30806	"YGR096W"	676621	677565	G3O-30806-MONOMER	""	""		"YGR096W"	
G3O-28886	"YAR062W"	218549	219145		""	""		"YAR062W"	
G3O-33654	"YOR130C"	569929	570807	G3O-33654-MONOMER	""	""		"YOR130C"	
G3O-33820	"YOR348C"	986899	988782	G3O-33820-MONOMER	""	""		"YOR348C"	
G3O-32121	"YLL016W"	112847	115993		""	""		"YLL016W"	
G3O-29581	"YDL197C"	104917	106494	G3O-29581-MONOMER	""	""		"YDL197C"	
G3O-31330	"YIL062C"	243998	244462	G3O-31330-MONOMER	""	""		"YIL062C"	
G3O-31419	"YIL175W"	9183	9500		""	""		"YIL175W"	
G3O-31128	"YHR081W"	267538	268092	G3O-31128-MONOMER	""	""		"YHR081W"	
G3O-29836	"YDR266C"	1000104	1002023	G3O-29836-MONOMER	""	""		"YDR266C"	
G3O-29671	"YDR064W"	579458	580452	G3O-29671-MONOMER	""	""		"YDR064W"	
G3O-343	"YJL100W"	237263	239086	MONOMER3O-352	PWY-6351 // PWY3O-242 // PWY-6352	1-PHOSPHATIDYLINOSITOL-KINASE-RXN		"YJL100W"	
G3O-34126	"YPL240C"	96496	98625	G3O-34126-MONOMER	""	""		"YPL240C"	
G3O-31838	"YKL037W"	369365	369721	G3O-31838-MONOMER	""	""		"YKL037W"	
G3O-31617	"YJL183W"	84068	85336	G3O-31617-MONOMER	""	""		"YJL183W"	
YJL052W	"YJL052W"	338271	339269	YJL052W-MONOMER	GLUCONEO-YEAST-PWY // GLYCOLYSIS-YEAST-PWY // ANAGLYCOLYSIS-PWY	1.2.1.9-RXN // GAPOXNPHOSPHN-RXN		"YJL052W"	
YER055C	"YER055C"	264892	265785	YER055C-MONOMER	HISTSYN-PWY	ATPPHOSPHORIBOSYLTRANS-RXN		"YER055C"	
G3O-30310	"YER149C"	466208	467470	G3O-30310-MONOMER	""	""		"YER149C"	
G3O-30139	"YEL013W"	128825	130561	G3O-30139-MONOMER	""	""		"YEL013W"	
G3O-19	"YGR209C"	912913	913227	MONOMER3O-245 // MONOMER3O-68	PWY-7226 // PWY-7210 // PWY-7184 // PWY0-166 // PWY-7227 // SO4ASSIM-PWY // THIOREDOX-PWY	""		"YGR209C"	
G3O-32114	"YLL009C"	131205	131414	G3O-32114-MONOMER	""	""		"YLL009C"	
G3O-32294	"YLR164W"	493883	494389	G3O-32294-MONOMER	""	""		"YLR164W"	
YOR095C	"YOR095C"	503552	504328	YOR095C-MONOMER	PENTOSE-P-PWY // NONOXIPENT-PWY	RIB5PISOM-RXN		"YOR095C"	
G3O-32808	"YMR112C"	494100	494495	G3O-32808-MONOMER	""	""		"YMR112C"	
G3O-32631	"YML030W"	216435	216914	G3O-32631-MONOMER	""	""		"YML030W"	
G3O-29287	"YCL025C"	76018	77919	G3O-29287-MONOMER	""	""		"YCL025C"	
G3O-29077	"YBR120C"	480435	480923	G3O-29077-MONOMER	""	""		"YBR120C"	
G3O-33286	"YNL298W"	68915	71443	G3O-33286-MONOMER	""	PROTEIN-KINASE-RXN		"YNL298W"	
G3O-33116	"YNL087W"	462411	465947	G3O-33116-MONOMER	""	""		"YNL087W"	
G3O-30789	"YGR077C"	637744	639513	G3O-30789-MONOMER	""	""		"YGR077C"	
G3O-30618	"YGL121C"	280777	281157	G3O-30618-MONOMER	""	""		"YGL121C"	
G3O-33802	"YOR324C"	923232	925040	G3O-33802-MONOMER	""	""		"YOR324C"	
G3O-33635	"YOR104W"	517642	518490	G3O-33635-MONOMER	""	""		"YOR104W"	
G3O-31310	"YIL038C"	280142	282652	G3O-31310-MONOMER	""	""		"YIL038C"	
G3O-29561	"YDL170W"	156318	157904	G3O-29561-MONOMER	""	""		"YDL170W"	
G3O-29817	"YDR244W"	950563	952401	G3O-29817-MONOMER	""	""		"YDR244W"	
G3O-31110	"YHR056C"	215183	217834	G3O-31110-MONOMER	""	""		"YHR056C"	
G3O-34282	"YPR151C"	831055	831675	G3O-34282-MONOMER	""	""		"YPR151C"	
G3O-29653	"YDR039C"	531307	534582	G3O-29653-MONOMER	""	RXN-17739		"YDR039C"	
G3O-31820	"YKL011C"	420155	421216	G3O-31820-MONOMER	""	3.1.22.4-RXN		"YKL011C"	
G3O-34108	"YPL219W"	136750	138228	G3O-34108-MONOMER	""	""		"YPL219W"	
YIL172C	"YIL172C"	16784	18553	YIL172C-MONOMER	""	RXN-15910 // RXN0-5183 // MALTODEXGLUCOSID-RXN		"YIL172C"	
G3O-31598	"YJL158C"	122265	122948	G3O-31598-MONOMER	""	""		"YJL158C"	
G3O-30292	"YER129W"	417281	420709	G3O-30292-MONOMER	""	PROTEIN-KINASE-RXN		"YER129W"	
YEL011W	"YEL011W"	133120	135234	YEL011W-MONOMER	PWY-5067	RXN-7669 // GLYCOGEN-BRANCH-RXN		"YEL011W"	
G3O-32271	"YLR129W"	399657	402488	G3O-32271-MONOMER	""	""		"YLR129W"	
G3O-30089	"YDR525W-A"	1490596	1490835	G3O-30089-MONOMER	""	""		"YDR525W-A"	
G3O-32788	"YMR088C"	443414	445102	G3O-32788-MONOMER	""	""		"YMR088C"	
G3O-32066	"YKR104W"	656836	657756	G3O-32066-MONOMER	""	""		"YKR104W"	
G3O-29230	"YBR162W-A"	565231	565428	G3O-29230-MONOMER	""	""		"YBR162W-A"	
YOL059W	"YOL059W"	217126	218448	YOL059W-MONOMER	PWY3O-48 // PWY3O-6499 // PWY-6118-YEAST // PWY-7411	1.1.1.8-RXN		"YOL059W"	
G3O-33269	"YNL275W"	119268	120998	G3O-33269-MONOMER	""	""		"YNL275W"	
G3O-32613	"YML009C"	251304	251516	G3O-32613-MONOMER	""	""		"YML009C"	
G3O-30771	"YGR054W"	596693	598621	G3O-30771-MONOMER	""	""		"YGR054W"	
G3O-29061	"YBR097W"	436951	441315	G3O-29061-MONOMER	""	PROTEIN-KINASE-RXN		"YBR097W"	
G3O-33785	"YOR301W"	880965	882272	G3O-33785-MONOMER	""	""		"YOR301W"	
G3O-33100	"YNL070W"	493366	493548	G3O-33100-MONOMER	""	""		"YNL070W"	
G3O-31292	"YIL016W"	321454	321933	G3O-31292-MONOMER	""	""		"YIL016W"	
G3O-30598	"YGL098W"	317342	318079	G3O-30598-MONOMER	""	""		"YGL098W"	
G3O-29799	"YDR218C"	903781	905052	G3O-29799-MONOMER	""	""		"YDR218C"	
G3O-33618	"YOR081C"	476939	479188	G3O-33618-MONOMER	PWY-7411 // PWY-7417 // LIPAS-PWY	RXN-15043 // TRIACYLGLYCEROL-LIPASE-RXN // RXN-12579 // RXN-12086		"YOR081C"	
G3O-34263	"YPR125W"	787961	789325	G3O-34263-MONOMER	""	""		"YPR125W"	
G3O-29544	"YDL147W"	190924	192261	G3O-29544-MONOMER	""	""		"YDL147W"	
G3O-31763	"YJR150C"	708811	709707	G3O-31763-MONOMER	""	""		"YJR150C"	
G3O-31090	"YHR030C"	168890	170344	G3O-31090-MONOMER	""	2.7.11.24-RXN		"YHR030C"	
YIL020C	"YIL020C"	314035	314820	YIL020C-MONOMER	HISTSYN-PWY	PRIBFAICARPISOM-RXN		"YIL020C"	
G3O-34090	"YPL198W"	173152	174702	G3O-34090-MONOMER	""	""		"YPL198W"	
G3O-30275	"YER111C"	382595	385876	G3O-30275-MONOMER	""	""		"YER111C"	
G3O-31580	"YJL131C"	164278	165348	G3O-31580-MONOMER	""	""		"YJL131C"	
G3O-32251	"YLR103C"	343989	345941	G3O-32251-MONOMER	""	""		"YLR103C"	
YDR353W	"YDR353W"	1183299	1184258	YDR353W-MONOMER	THIOREDOX-PWY	THIOREDOXIN-REDUCT-NADPH-RXN		"YDR353W"	
G3O-32770	"YMR068W"	406304	407584	G3O-32770-MONOMER	""	""		"YMR068W"	
G3O-30039	"YDR523C"	1485566	1487038	G3O-30039-MONOMER	""	PROTEIN-KINASE-RXN		"YDR523C"	
G3O-29207	"YBR288C"	778012	779463	G3O-29207-MONOMER	""	""		"YBR288C"	
G3O-32050	"YKR087C"	603195	604232	G3O-32050-MONOMER	""	""		"YKR087C"	
G3O-33252	"YNL255C"	167329	167790	G3O-33252-MONOMER	""	""		"YNL255C"	
YNL316C	"YNL316C"	42071	43075	MONOMER3O-279	PHESYN	PREPHENATEDEHYDRAT-RXN		"YNL316C"	
G3O-30751	"YGR027C"	534132	534458	G3O-30751-MONOMER	""	""		"YGR027C"	
G3O-32513	"YLR461W"	1062919	1063281	G3O-32513-MONOMER	""	""		"YLR461W"	
G3O-33764	"YOR275C"	839084	841069	G3O-33764-MONOMER	""	""		"YOR275C"	
G3O-29043	"YBR074W"	386286	389216	G3O-29043-MONOMER	""	""		"YBR074W"	
G3O-31243	"YHR001W-A"	107826	108122	G3O-31243-MONOMER	PWY-7279-YEAST // PWY3O-188	1.10.2.2-RXN		"YHR001W-A"	
G3O-33081	"YNL047C"	539911	541881	G3O-33081-MONOMER	""	""		"YNL047C"	
G3O-29783	"YDR197W"	851228	852397	G3O-29783-MONOMER	""	""		"YDR197W"	
G3O-30580	"YGL079W"	359444	360100	G3O-30580-MONOMER	""	""		"YGL079W"	
G3O-34245	"YPR105C"	736984	739569	G3O-34245-MONOMER	""	""		"YPR105C"	
G3O-33600	"YOR060C"	440390	441163	G3O-33600-MONOMER	""	""		"YOR060C"	
G3O-31740	"YJR119C"	644304	646490	G3O-31740-MONOMER	""	""		"YJR119C"	
G3O-29526	"YDL127W"	234927	235853	G3O-29526-MONOMER	""	""		"YDL127W"	
YHR106W	"YHR106W"	325598	326626	YHR106W-MONOMER	THIOREDOX-PWY	THIOREDOXIN-REDUCT-NADPH-RXN		"YHR106W"	
G3O-31070	"YHR005C"	113499	114917	G3O-31070-MONOMER	""	""		"YHR005C"	
G3O-30259	"YER092W"	342855	343232	G3O-30259-MONOMER	""	""		"YER092W"	
G3O-34073	"YPL178W"	212158	212784	G3O-34073-MONOMER	""	""		"YPL178W"	
G3O-32235	"YLR084C"	296589	300251	G3O-32235-MONOMER	""	""		"YLR084C"	
G3O-31560	"YJL106W"	221390	223327	G3O-31560-MONOMER	""	PROTEIN-KINASE-RXN		"YJL106W"	
G3O-32749	"YMR044W"	355384	356811	G3O-32749-MONOMER	""	""		"YMR044W"	
YDR158W	"YDR158W"	770357	771454	YDR158W-MONOMER	HOMOSERSYN-PWY	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN		"YDR158W"	
G3O-29188	"YBR267W"	739841	741022	G3O-29188-MONOMER	""	""		"YBR267W"	
G3O-30022	"YDR499W"	1447830	1450073	G3O-30022-MONOMER	""	""		"YDR499W"	
G3O-33236	"YNL237W"	205188	206567	G3O-33236-MONOMER	""	""		"YNL237W"	
G3O-32031	"YKR063C"	560789	562297	G3O-32031-MONOMER	""	""		"YKR063C"	
G3O-30726	"YGL258W"	11110	11730	G3O-30726-MONOMER	""	""		"YGL258W"	
YNL117W	"YNL117W"	406358	408022	YNL117W-MONOMER	GLYOXYLATE-BYPASS // PWY-7118	3-ETHYLMALATE-SYNTHASE-RXN // MALSYN-RXN		"YNL117W"	
G3O-33746	"YOR255W"	807271	808107	G3O-33746-MONOMER	""	""		"YOR255W"	
G3O-32494	"YLR437C"	1011622	1012023	G3O-32494-MONOMER	""	""		"YLR437C"	
G3O-31223	"YHR195W"	490747	491712	G3O-31223-MONOMER	""	""		"YHR195W"	
G3O-30567	"YGL059W"	392223	393698	G3O-30567-MONOMER	""	""		"YGL059W"	
G3O-29765	"YDR176W"	814452	816560	G3O-29765-MONOMER	""	""		"YDR176W"	
G3O-29020	"YBR048W"	332831	333812	G3O-29020-MONOMER	""	""		"YBR048W"	
G3O-34225	"YPR081C"	702114	703970	G3O-34225-MONOMER	TRNA-CHARGING-PWY	GLYCINE--TRNA-LIGASE-RXN		"YPR081C"	
G3O-33060	"YNL022C"	591427	592899	G3O-33060-MONOMER	""	RXN-15844		"YNL022C"	
G3O-31719	"YJR092W"	598735	603078	G3O-31719-MONOMER	""	""		"YJR092W"	
G3O-33582	"YOR036W"	400348	401214	G3O-33582-MONOMER	""	""		"YOR036W"	
YHR008C	"YHR008C"	122889	123590	MONOMER3O-1642	DETOX1-PWY // PWY-6854	SUPEROX-DISMUT-RXN		"YHR008C"	
G3O-29508	"YDL107W"	268921	269976	G3O-29508-MONOMER	""	""		"YDL107W"	
G3O-30237	"YER060W"	274567	276153	G3O-30237-MONOMER	""	""		"YER060W"	
G3O-31050	"YHL030W"	40084	45690	G3O-31050-MONOMER	""	""		"YHL030W"	
G3O-32218	"YLR065C"	266373	266918	G3O-32218-MONOMER	""	""		"YLR065C"	
G3O-34055	"YPL159C"	250907	251668	G3O-34055-MONOMER	""	""		"YPL159C"	
G3O-32731	"YMR026C"	324236	325435	G3O-32731-MONOMER	""	""		"YMR026C"	
YDL232W	"YDL232W"	38487	38597	YDL232W-MONOMER	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	2.4.1.119-RXN		"YDL232W"	
G3O-29170	"YBR239C"	698354	699943	G3O-29170-MONOMER	""	""		"YBR239C"	
G3O-30006	"YDR480W"	1417399	1418370	G3O-30006-MONOMER	""	""		"YDR480W"	
G3O-33218	"YNL212W"	247461	249809	G3O-33218-MONOMER	""	""		"YNL212W"	
G3O-32013	"YKR042W"	519527	520624	G3O-32013-MONOMER	""	""		"YKR042W"	
G3O-30709	"YGL236C"	53787	55796	G3O-30709-MONOMER	PWY-7891	RXN0-7068		"YGL236C"	
YMR256C	"YMR256C"	778945	779127	YMR256C-MONOMER	PWY-7279-YEAST // PWY3O-188	CYTOCHROME-C-OXIDASE-RXN		"YMR256C"	
G3O-33729	"YOR231W"	772601	774127	G3O-33729-MONOMER	""	2.7.12.2-RXN		"YOR231W"	
G3O-32476	"YLR414C"	953353	954144	G3O-32476-MONOMER	""	""		"YLR414C"	
G3O-31204	"YHR170W"	443828	445384	G3O-31204-MONOMER	""	""		"YHR170W"	
G3O-30549	"YGL033W"	435625	436401	G3O-30549-MONOMER	""	""		"YGL033W"	
G3O-29747	"YDR153C"	766736	767971	G3O-29747-MONOMER	""	""		"YDR153C"	
G3O-29004	"YBR024W"	289445	290350	G3O-29004-MONOMER	""	""		"YBR024W"	
G3O-34206	"YPR054W"	666280	667446	G3O-34206-MONOMER	""	2.7.11.24-RXN		"YPR054W"	
G3O-33020	"YML058W-A"	158760	158966	G3O-33020-MONOMER	""	""		"YML058W-A"	
G3O-31701	"YJR068W"	567643	568704	G3O-31701-MONOMER	""	""		"YJR068W"	
G3O-33565	"YOR017W"	361412	363814	G3O-33565-MONOMER	""	""		"YOR017W"	
YGR227W	"YGR227W"	947420	948997	YGR227W-MONOMER	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	RXN-5472	"9597543"	"YGR227W"	
G3O-29492	"YDL083C"	306926	307789	G3O-29492-MONOMER	""	""		"YDL083C"	
G3O-30220	"YER039C"	228456	229205	G3O-30220-MONOMER	""	""		"YER039C"	
G3O-31029	"YHL007C"	95118	97937	G3O-31029-MONOMER	""	2.7.11.25-RXN		"YHL007C"	
G3O-32196	"YLR037C"	222685	223059	G3O-32196-MONOMER	""	""		"YLR037C"	
G3O-34038	"YPL140C"	287514	289034	G3O-34038-MONOMER	""	2.7.12.2-RXN		"YPL140C"	
G3O-32713	"YMR002W"	272193	272663	G3O-32713-MONOMER	""	""		"YMR002W"	
YDL067C	"YDL067C"	334217	334396	YDL067C-MONOMER	PWY-7279-YEAST // PWY3O-188	CYTOCHROME-C-OXIDASE-RXN		"YDL067C"	
G3O-29151	"YBR214W"	651415	652998	G3O-29151-MONOMER	""	""		"YBR214W"	
G3O-31527	"YJL066C"	314114	314872	G3O-31527-MONOMER	""	""		"YJL066C"	
G3O-33197	"YNL186W"	289498	291876	G3O-33197-MONOMER	""	3.4.19.12-RXN		"YNL186W"	
G3O-29989	"YDR461W"	1385176	1385286	G3O-29989-MONOMER	""	""		"YDR461W"	
G3O-30691	"YGL215W"	87981	89339	G3O-30691-MONOMER	""	""		"YGL215W"	
G3O-31996	"YKR020W"	478338	478832	G3O-31996-MONOMER	""	""		"YKR020W"	
G3O-33710	"YOR206W"	727512	729644	G3O-33710-MONOMER	""	""		"YOR206W"	
YMR013C	"YMR013C"	295179	296738	YMR013C-MONOMER	PWY-6129	DOLICHOL-KINASE-RXN	"1323123" // "2657387"	"YMR013C"	
G3O-29641	"YDR025W"	491515	492324	G3O-29641-MONOMER	""	""		"YDR025W"	
G3O-30531	"YGL008C"	479910	482666	G3O-30531-MONOMER	""	3.6.3.6-RXN		"YGL008C"	
G3O-31188	"YHR153C"	402086	402682	G3O-31188-MONOMER	""	""		"YHR153C"	
G3O-28987	"YBL103C"	22076	23536	G3O-28987-MONOMER	""	""		"YBL103C"	
G3O-29729	"YDR130C"	715747	716622	G3O-29729-MONOMER	""	""		"YDR130C"	
G3O-32458	"YLR393W"	907079	907918	G3O-32458-MONOMER	""	ATPSYN-RXN		"YLR393W"	
G3O-34190	"YPR031W"	631515	633761	G3O-34190-MONOMER	""	""		"YPR031W"	
G3O-32969	"YMR304W"	874987	878679	G3O-32969-MONOMER	""	""		"YMR304W"	
G3O-31682	"YJR047C"	524908	525381	G3O-31682-MONOMER	""	""		"YJR047C"	
G3O-33545	"YOL157C"	22525	24294	G3O-33545-MONOMER	""	RXN0-5183 // MALTODEXGLUCOSID-RXN // RXN-15910		"YOL157C"	
YGR032W	"YGR032W"	548264	553951	YGR032W-MONOMER	PWY-6773	13-BETA-GLUCAN-SYNTHASE-RXN		"YGR032W"	
G3O-29475	"YDL059C"	344237	344953	G3O-29475-MONOMER	""	""		"YDL059C"	
G3O-30203	"YER018C"	191959	192624	G3O-30203-MONOMER	""	""		"YER018C"	
G3O-30945	"YGR283C"	1059015	1060040	G3O-30945-MONOMER	""	""		"YGR283C"	
G3O-32176	"YLR015W"	175227	176744	G3O-32176-MONOMER	""	""		"YLR015W"	
G3O-34022	"YPL123C"	317641	318945	G3O-34022-MONOMER	""	3.1.27.5-RXN // RXN-19924		"YPL123C"	
YPL273W	"YPL273W"	25087	26064	YPL273W-MONOMER	""	MMUM-RXN		"YPL273W"	
YCR005C	"YCR005C"	120946	122328	YCR005C-MONOMER	GLYOXYLATE-BYPASS // PWY-5690	CITSYN-RXN		"YCR005C"	
G3O-32693	"YML111W"	46942	49704	G3O-32693-MONOMER	""	""		"YML111W"	
G3O-31507	"YJL042W"	361249	365445	G3O-31507-MONOMER	""	""		"YJL042W"	
G3O-29134	"YBR192W"	607652	608785	G3O-29134-MONOMER	""	""		"YBR192W"	
G3O-29972	"YDR438W"	1338274	1339386	G3O-29972-MONOMER	""	""		"YDR438W"	
G3O-33179	"YNL163C"	326741	330073	G3O-33179-MONOMER	""	""		"YNL163C"	
G3O-31975	"YKL219W"	14485	15708	G3O-31975-MONOMER	""	""		"YKL219W"	
G3O-30674	"YGL193C"	141916	142227	G3O-30674-MONOMER	""	""		"YGL193C"	
YML028W	"YML028W"	220138	220728	YML028W-MONOMER	""	1.11.1.15-RXN // RXN-19953 // RXN-19954 // RXN0-5468		"YML028W"	
G3O-33693	"YOR182C"	678191	678793	G3O-33693-MONOMER	""	""		"YOR182C"	
G3O-30494	"YFR048W"	246146	248134	G3O-30494-MONOMER	""	""		"YFR048W"	
G3O-29624	"YDR002W"	453045	453650	G3O-29624-MONOMER	""	""		"YDR002W"	
G3O-28968	"YBL076C"	81043	84261	G3O-28968-MONOMER	TRNA-CHARGING-PWY	ISOLEUCINE--TRNA-LIGASE-RXN		"YBL076C"	
G3O-31170	"YHR132C"	368502	369794	G3O-31170-MONOMER	""	""		"YHR132C"	
G3O-29711	"YDR109C"	673520	675667	G3O-29711-MONOMER	""	D-RIBULOKIN-RXN		"YDR109C"	
G3O-32952	"YMR282C"	833356	835098	G3O-32952-MONOMER	""	""		"YMR282C"	
G3O-34172	"YPR010C"	577585	581196	G3O-34172-MONOMER	""	DNA-DIRECTED-RNA-POLYMERASE-RXN		"YPR010C"	
G3O-33528	"YOL133W"	70325	70690	G3O-33528-MONOMER	""	""		"YOL133W"	
G3O-31661	"YJR021C"	468555	469579	G3O-31661-MONOMER	""	""		"YJR021C"	
G3O-29458	"YDL033C"	392659	393912	G3O-29458-MONOMER	PWY-7891	RXN-18706		"YDL033C"	
YGL148W	"YGL148W"	226399	227529	YGL148W-MONOMER	ALL-CHORISMATE-YEAST-PWY // COMPLETE-ARO-YEAST-PWY // ARO-YEAST-PWY	CHORISMATE-SYNTHASE-RXN		"YGL148W"	
G3O-33463	"YOL052C-A"	231570	231755	G3O-33463-MONOMER	""	""		"YOL052C-A"	
G3O-30181	"YEL066W"	26667	27206	G3O-30181-MONOMER	""	""		"YEL066W"	
G3O-30928	"YGR258C"	1007671	1010766	G3O-30928-MONOMER	""	""		"YGR258C"	
G3O-32154	"YLL055W"	30109	31704	G3O-32154-MONOMER	""	""		"YLL055W"	
G3O-34003	"YPL100W"	361872	363362	G3O-34003-MONOMER	""	""		"YPL100W"	
YOR388C	"YOR388C"	1071793	1072923	YOR388C-MONOMER	PWY-1801-YEAST // PWY-1881 // PWY-7985	1.2.1.2-RXN		"YOR388C"	
YBR248C	"YBR248C"	714807	716465	YBR248C-MONOMER	CITRULBIO-PWY // GLUTAMINDEG-PWY // HISTSYN-PWY	GLUTAMIDOTRANS-RXN // GLUTAMIN-RXN // RXN-17900		"YBR248C"	
G3O-32675	"YML087C"	94431	95369	G3O-32675-MONOMER	""	""		"YML087C"	
G3O-31489	"YJL014W"	407558	409162	G3O-31489-MONOMER	""	""		"YJL014W"	
G3O-29117	"YBR169C"	573915	575996	G3O-29117-MONOMER	""	""		"YBR169C"	
G3O-29955	"YDR412W"	1294693	1295400	G3O-29955-MONOMER	""	""		"YDR412W"	
G3O-33158	"YNL139C"	360924	365717	G3O-33158-MONOMER	""	""		"YNL139C"	
G3O-31958	"YKL196C"	74932	75534	G3O-31958-MONOMER	""	""		"YKL196C"	
G3O-30657	"YGL169W"	186059	187339	G3O-30657-MONOMER	""	""		"YGL169W"	
