"rxnID"	"Occur_num"	"formula"	"EC"	"keggID"	"biocycID"	"annote_method"
"MNXR106645"	3	"1 `CO2` + 1 `H2O` + 1 `2-phenylacetamide` = 1 `O2` + 1 `L-phenylalanine`"	"1.11.1.21;1.13.12.9"	"kegg:R00690"	"PHENYLALANINE-2-MONOOXYGENASE-RXN"	"MNX"
"MNXR100784"	3	"1 `chorismate` = 1 `isochorismate`"	"5.4.4.2"	"kegg:R01717"	"ISOCHORSYN-RXN"	"MNX"
"MNXR103108"	8	"1 `H(+)` + 1 `NADPH` + 1 `(R)-lactaldehyde` = 1 `NADP(+)` + 1 `(R)-propane-1,2-diol`"	"1.1.1"	"NA"	"RXN-15743"	"MNX"
"MNXR123319"	1	"1 `diphosphate` + 1 `a 5'-(5'-diphosphoadenosine)-[DNA]` = 1 `H(+)` + 1 `5-Phospho-DNA` + 1 `ATP`"	"2.7.7"	"NA"	"RXN0-6556"	"MNX"
"MNXR111244"	3	"4 `H(+)` + 6 `diphosphate` + 6 `AMP` + 1 `enterobactin` = 6 `ATP` + 3 `2,3-dihydroxybenzoate` + 3 `L-serine`"	"6.3.2.14"	"kegg:R07644"	"ENTMULTI-RXN"	"MNX"
"MNXR97368"	3	"1 `(2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `2,3-dihydroxybenzoate`"	"1.3.1.28"	"kegg:R01505"	"DHBDEHYD-RXN"	"MNX"
"MNXR111779"	7	"1 `H(+)` + 1 `H2O2` + 1 `betaine` = 1 `H2O` + 1 `O2` + 1 `betaine aldehyde`"	"1.1.3.17"	"kegg:R08211"	"CHOLINE-OXIDASEII-RXN"	"MNX"
"MNXR106793"	7	"1 `H2O2` + 1 `betaine aldehyde` = 1 `O2` + 1 `choline`"	"1.1.3.17"	"kegg:R01022"	"CHOLINE-OXIDASE-RXN"	"MNX"
"MNXR102070"	99	"1 `NH4(+)` + 1 `(indol-3-yl)acetate` = 1 `(indol-3-yl)acetonitrile` + 2 `H2O`"	"3.5.5.1"	"kegg:R03093"	"RXN-1404"	"MNX"
"MNXR122418"	3	"1 `H2O2` + 1 `Donor-H2` = 2 `H2O` + 1 `Oxidized donor`"	"1.11.1.21"	"NA"	"RXN-8667"	"MNX"
"MNXR115195"	54	"1 `Phosphorylated-pyruvate-dehydrogenases` + 1 `ADP` = 1 `Pyruvate-dehydrogenases` + 1 `ATP`"	"2.7.11.2"	"NA"	"2.7.11.2-RXN"	"MNX"
"MNXR122272"	36	"2 `Thiocarboxylated-MPT-synthases` + 1 `cyclic pyranopterin phosphate` + 1 `H2O` = 4 `H(+)` + 1 `molybdopterin` + 2 `MPT-Synthases`"	"2.8.1.12"	"NA"	"RXN-8342"	"MNX"
"MNXR115071"	1	"1 `3-oxo-cis-vaccenoyl-ACPs` + 1 `CO2` + 1 `holo-[acyl-carrier protein]` = 1 `H(+)` + 1 `carboxyacetyl-[acyl-carrier protein]` + 1 `Palmitoleoyl-ACPs`"	"2.3.1.179"	"NA"	"2.3.1.179-RXN"	"MNX"
"MNXR116260"	1	"1 `diphosphate` + 1 `AMP` + 1 `Cyclic-Phosphate-Terminated-RNAs` = 1 `3-Prime-Phosphate-Terminated-RNAs` + 1 `ATP`"	"6.5.1.4"	"NA"	"RNA-3-PHOSPHATE-CYCLASE-RXN"	"MNX"
"MNXR101950"	34	"1 `NH4(+)` = 1 `NH4(+)`"	"NA"	"NA"	"RXN-9615"	"MNX"
"MNXR100141"	17	"1 `H(+)` + 1 `succinate semialdehyde` + 1 `NADPH` = 1 `NADP(+)` + 1 `4-hydroxybutanoate`"	"1.1.1.-;1.1.1.co"	"kegg:R09281"	"RXN-11002"	"MNX"
"MNXR111780"	7	"1 `H(+)` + 2 `H2O2` + 1 `betaine` = 1 `H2O` + 2 `O2` + 1 `choline`"	"1.1.3.17"	"kegg:R08212"	"RXN-13178"	"MNX"
"MNXR121260"	1	"1 `diphosphate` + 1 `a 5'-(5'-diphosphoadenosine)-(ribonucleoside)-[RNA]` = 1 `H(+)` + 1 `a 5'-phospho-ribonucleoside-[RNA]` + 1 `ATP`"	"2.7.7"	"NA"	"RXN-17916"	"MNX"
"MNXR116193"	23	"1 `nitrite` + 1 `NAD-P-OR-NOP` + 1 `1,2-dinitroglycerol` = 1 `nitroglycerin` + 1 `NADH-P-OR-NOP`"	"4.99.1"	"NA"	"R203-RXN"	"MNX"
"MNXR116191"	23	"1 `nitrite` + 1 `NAD-P-OR-NOP` + 1 `1,3-dinitroglycerol` = 1 `nitroglycerin` + 1 `NADH-P-OR-NOP`"	"4.99.1"	"NA"	"R201-RXN"	"MNX"
"MNXR104963"	59	"2 `H(+)` + 1 `sulfite` + 1 `glutathione disulfide` + 1 `hydrogen sulfide` = 1 `thiosulfate` + 2 `glutathione`"	"2.8.1.3"	"kegg:R01875"	"THIOSULFATE--THIOL-SULFURTRANSFERASE-RXN"	"MNX"
"MNXR106602"	28	"1 `methanol` + 1 `O2` = 1 `H2O2` + 1 `formaldehyde`"	"1.1.3.13"	"kegg:R00608"	"METHANOL-OXIDASE-RXN"	"MNX"
"MNXR107089"	27	"1 `CoA` + 1 `(E)-4-coumaraldehyde` + 1 `NADP(+)` = 1 `H(+)` + 1 `4-coumaroyl-CoA` + 1 `NADPH`"	"1.2.1.44"	"kegg:R01615"	"RXN-1101"	"MNX"
"MNXR107366"	27	"1 `CoA` + 1 `NADP(+)` + 1 `(E)-coniferyl aldehyde` = 1 `H(+)` + 1 `feruloyl-CoA` + 1 `NADPH`"	"1.2.1.44"	"kegg:R02193"	"RXN-1106"	"MNX"
"MNXR107385"	27	"1 `CoA` + 1 `(E)-sinapoyl aldehyde` + 1 `NADP(+)` = 1 `H(+)` + 1 `NADPH` + 1 `sinapoyl-CoA`"	"1.2.1.44"	"kegg:R02220"	"RXN-1124"	"MNX"
"MNXR107551"	27	"1 `CoA` + 1 `(E)-cinnamaldehyde` + 1 `NADP(+)` = 1 `H(+)` + 1 `NADPH` + 1 `(E)-cinnamoyl-CoA`"	"1.2.1.44"	"kegg:R02506"	"CINNAMOYL-COA-REDUCTASE-RXN"	"MNX"
"MNXR108851"	50	"1 `H2O` + 1 `1-pyrroline-2-carboxylate` = 1 `trans-3-hydroxy-L-proline`"	"4.2.1.77"	"kegg:R04374"	"TRANS-L-3-HYDROXYPROLINE-DEHYDRATASE-RXN"	"MNX"
"MNXR107927"	19	"1 `dimethylmaleate` + 1 `H2O` = 1 `(2R,3S)-2,3-dimethylmalate`"	"4.2.1.85"	"kegg:R03069"	"DIMETHYLMALEATE-HYDRATASE-RXN"	"MNX"
"MNXR106618"	28	"1 `H2O2` + 1 `an aldehyde` = 1 `O2` + 1 `a primary alcohol`"	"1.1.3.13"	"kegg:R00637"	"ALCOHOL-OXIDASE-RXN"	"MNX"
"MNXR106831"	15	"2 `ferricytochrome b5` + 1 `H2O` + 1 `CMP-N-glycoloyl-beta-neuraminate` = 2 `H(+)` + 2 `ferrocytochrome b5` + 1 `CMP-N-acetyl-beta-neuraminate` + 1 `O2`"	"1.14.18.2"	"kegg:R01115"	"1.14.18.2-RXN"	"MNX"
"MNXR105311"	51	"1 `NH4(+)` + 1 `acetaldehyde` + 1 `phosphate` = 1 `phosphoethanolamine` + 1 `H2O`"	"4.2.3.2"	"kegg:R00748"	"ETHANOLAMINE-PHOSPHATE-PHOSPHO-LYASE-RXN"	"MNX"
"MNXR107146"	1	"1 `L-aspartate` + 1 `prephenate` = 1 `oxaloacetate` + 1 `L-arogenate`"	"2.6.1.57;2.6.1.78"	"kegg:R01731"	"PREPHENATE-ASP-TRANSAMINE-RXN"	"MNX"
"MNXR107885"	26	"1 `CO2` + 1 `succinate` + 1 `gibberellin A8` = 1 `gibberellin A1` + 1 `2-oxoglutarate` + 1 `O2`"	"1.14.11.13"	"kegg:R03008"	"RXN-115"	"MNX"
"MNXR108443"	26	"1 `CO2` + 1 `succinate` + 1 `gibberellin A29` = 1 `gibberellin A20` + 1 `2-oxoglutarate` + 1 `O2`"	"1.14.11;1.14.11.13"	"kegg:R03809"	"RXN-113"	"MNX"
"MNXR110157"	26	"1 `CO2` + 1 `succinate` + 1 `gibberellin A51` = 1 `2-oxoglutarate` + 1 `gibberellin A9` + 1 `O2`"	"1.14.11;1.14.11.13"	"kegg:R06337"	"RXN-171"	"MNX"
"MNXR110158"	26	"1 `CO2` + 1 `succinate` + 1 `gibberellin A34` = 1 `gibberellin A4` + 1 `2-oxoglutarate` + 1 `O2`"	"1.14.11;1.14.11.13"	"kegg:R06338"	"RXN-6550"	"MNX"
"MNXR110959"	1	"1 `2-oxoglutarate` + 1 `L-arogenate` = 1 `prephenate` + 1 `L-glutamate`"	"2.6.1.79"	"kegg:R07276"	"PREPHENATE-TRANSAMINE-RXN"	"MNX"
"MNXR95923"	4	"1 `2-oxoglutarate` + 1 `L-methionine` = 1 `4-methylthio-2-oxobutanoate` + 1 `L-glutamate`"	"2.6.1.5;2.6.1.57"	"kegg:R07396"	"RXN-14147"	"MNX"
"MNXR115978"	12	"1 `NAD-P-OR-NOP` + 1 `indan-1-ol` = 1 `H(+)` + 1 `indan-1-one` + 1 `NADH-P-OR-NOP`"	"1.1.1.112"	"NA"	"INDANOL-DEHYDROGENASE-RXN"	"MNX"
"MNXR119530"	1	"1 `2-oxoglutarate` + 1 `2-amino-2-deoxy-mannitol-6-phosphate` = 1 `L-glutamate` + 1 `keto-D-fructose 6-phosphate`"	"2.6.1"	"NA"	"RXN-15662"	"MNX"
"MNXR122753"	6	"2 `H(+)` + 1 `NADH` + 1 `4,4'-diaponeurosporenoate` = 1 `H2O` + 1 `4,4'-diaponeurosporenal` + 1 `NAD(+)`"	"1.1.1"	"NA"	"RXN-9307"	"MNX"
"MNXR115439"	48	"2 `proteinogenic amino acid` = 1 `dipeptide` + 1 `H2O`"	"3.4.13.17;3.4.13.18;3.4.13.19;3.4.13.4;3.4.13.5"	"NA"	"3.4.13.17-RXN"	"MNX"
"MNXR102819"	5	"1 `H(+)` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)` + 1 `ADP` = 1 `ATP` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-5-phosphate)`"	"2.7.1.149"	"kegg:R05803"	"2.7.1.149-RXN"	"MNX"
"MNXR106702"	20	"1 `H(+)` + 1 `catechol` + 1 `NADPH` = 1 `trans-1,2-dihydrobenzene-1,2-diol` + 1 `NADP(+)`"	"1.3.1.20"	"kegg:R00814"	"1.3.1.20-RXN"	"MNX"
"MNXR102708"	5	"1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 3-phosphate)` + 1 `ATP` = 1 `H(+)` + 1 `1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)` + 1 `ADP`"	"2.7.1;2.7.1.149;2.7.1.68"	"NA"	"RXN-10957"	"MNX"
"MNXR114890"	3	"1 `H(+)` + 1 `NADH` + 1 `aldehydo-D-mannose` = 1 `D-mannitol` + 1 `NAD(+)`"	"1.1.1.255"	"NA"	"1.1.1.255-RXN"	"MNX"
"MNXR114884"	18	"1 `NAD-P-OR-NOP` + 1 `3alpha-hydroxy-5alpha-androstan-17-one` = 1 `H(+)` + 1 `NADH-P-OR-NOP` + 1 `5alpha-androstane-3,17-dione`"	"1.1.1.209;1.1.1.213;1.1.1.50"	"NA"	"1.1.1.209-RXN"	"MNX"
"MNXR107666"	10	"1 `prostaglandin F2alpha` + 1 `NADP(+)` = 1 `H(+)` + 1 `NADPH` + 1 `prostaglandin D2`"	"1.1.1.188"	"kegg:R02684"	"1.1.1.188-RXN"	"MNX"
"MNXR95415"	9	"1 `H(+)` + 1 `S-sulfo-L-cysteine` + 1 `acetate` = 1 `thiosulfate` + 1 `O-acetyl-L-serine`"	"2.5.1.47"	"kegg:R03132"	"SULFOCYS-RXN"	"MNX"
"MNXR102239"	15	"1 `CO2` + 1 `formyl-CoA` = 1 `H(+)` + 1 `oxalyl-CoA`"	"4.1.1.8"	"kegg:R01908"	"OXALYL-COA-DECARBOXYLASE-RXN"	"MNX"
"MNXR120414"	4	"1 `CO2` + 1 `stipitaldehyde` + 1 `H2O` + 1 `succinate` = 1 `(2R,6Z)-2-hydroxy-6-(hydroxymethylidene)-2,5-dimethylcyclohex-4-ene-1,3-dione` + 1 `2-oxoglutarate` + 1 `O2`"	"1.14.11"	"NA"	"RXN-16827"	"MNX"
"MNXR123795"	20	"1 `NAD-P-OR-NOP` + 1 `3beta-hydroxy-5alpha-pregnane-20-one` = 1 `H(+)` + 1 `5alpha-pregnane-3,20-dione` + 1 `NADH-P-OR-NOP`"	"1.1.1.213"	"NA"	"RXN66-567"	"MNX"
"MNXR107963"	21	"1 `H(+)` + 1 `(2R,3R)-dihydrokaempferol` + 1 `NADPH` = 1 `cis-3,4-leucopelargonidin` + 1 `NADP(+)`"	"1.1.1.219"	"kegg:R03123"	"DIHYDROKAEMPFEROL-4-REDUCTASE-RXN"	"MNX"
"MNXR96454"	16	"1 `(S)-2,3-epoxysqualene` = 1 `cycloartenol`"	"5.4.99.8"	"kegg:R03200"	"CYCLOARTENOL-SYNTHASE-RXN"	"MNX"
"MNXR108315"	21	"1 `2,3-trans-3,4-cis-leucocyanidin` + 1 `NADP(+)` = 1 `H(+)` + 1 `NADPH` + 1 `2,3-trans-dihydroquercetin`"	"1.1.1.219"	"kegg:R03636"	"RXN-600"	"MNX"
"MNXR109203"	21	"1 `H(+)` + 1 `eriodictyol` + 1 `NADPH` = 1 `3-deoxyleucocyanidin` + 1 `NADP(+)`"	"1.1.1.219;1.1.1.234"	"kegg:R04901"	"RXN-14422"	"MNX"
"MNXR109286"	21	"1 `H(+)` + 1 `(+)-dihydromyricetin` + 1 `NADPH` = 1 `(2R,3S,4S)-leucodelphinidin` + 1 `NADP(+)`"	"1.1.1.219"	"kegg:R05038"	"RXN-7784"	"MNX"
"MNXR110390"	21	"1 `H(+)` + 1 `(S)-naringenin` + 1 `NADPH` = 1 `NADP(+)` + 1 `apiforol`"	"1.1.1.219;1.1.1.234"	"kegg:R06610"	"RXN-14425"	"MNX"
"MNXR113186"	21	"1 `3-methyl-2-butenal` + 1 `4'-apo-beta-carotenal` = 1 `O2` + 1 `torulene`"	"1.13.11.59"	"kegg:R09782"	"RXN-11989"	"MNX"
"MNXR113514"	5	"1 `H(+)` + 1 `H2O` + 1 `(4S)-4-hydroxy-2,3,4,5-tetrahydro-(2S)-dipicolinate` = 1 `pyruvate` + 1 `L-aspartate 4-semialdehyde`"	"4.3.3.7"	"kegg:R10147"	"DIHYDRODIPICSYN-RXN"	"MNX"
"MNXR123089"	71	"1 `H(+)` + 1 `NADPH` + 1 `ditrans,polycis-polyprenol` = 1 `NADP(+)` + 1 `dolichol`"	"1.3.1.94"	"NA"	"RXN-9971"	"MNX"
"MNXR115825"	19	"1 `DNA-Adjacent-Pyrimidines` = 1 `DNA-With-Pyrimidine-Dimers`"	"4.1.99.3"	"NA"	"DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN"	"MNX"
"MNXR117627"	13	"1 `H(+)` + 1 `NADH` + 1 `11C-Retinal-RALBPs` = 1 `NAD(+)` + 1 `11C-Retinol-RALBPs`"	"1.1.1.315"	"NA"	"RXN-12551"	"MNX"
"MNXR121242"	38	"1 `Charged-ARG-tRNAs` + 1 `an N-terminal 3-sulfo-L-alanyl-[protein]` = 1 `H(+)` + 1 `an N-terminal L-arginiyl-3-sulfo-L-alanyl-[protein]` + 1 `tRNA(Arg)`"	"2.3.2.8"	"NA"	"RXN-17891"	"MNX"
"MNXR121239"	38	"1 `Charged-ARG-tRNAs` + 1 `L-Glutamyl-Peptides` = 1 `H(+)` + 1 `an N-terminal L-arginiyl-L-glutamyl-[protein]` + 1 `tRNA(Arg)`"	"2.3.2.8"	"NA"	"RXN-17888"	"MNX"
"MNXR121240"	38	"1 `Charged-ARG-tRNAs` + 1 `Proteins-With-N-Terminal-Asp` = 1 `H(+)` + 1 `an N-terminal L-arginiyl-L-aspartyl-[protein]` + 1 `tRNA(Arg)`"	"2.3.2.8"	"NA"	"RXN-17889"	"MNX"
"MNXR121241"	38	"1 `Charged-ARG-tRNAs` + 1 `an N-terminal 3-sulfino-L-alanyl-[protein]` = 1 `H(+)` + 1 `an N-terminal L-arginiyl-3-sulfino-L-alanyl-[protein]` + 1 `tRNA(Arg)`"	"2.3.2.8"	"NA"	"RXN-17890"	"MNX"
"MNXR105336"	25	"1 `H(+)` + 1 `6-lactoyl-5,6,7,8-tetrahydropterin` + 1 `NADPH` = 1 `NADP(+)` + 1 `(6R)-5,6,7,8-tetrahydrobiopterin`"	"1.1.1.153"	"kegg:R01813"	"RXN-8854"	"MNX"
"MNXR107862"	27	"1 `H(+)` + 1 `6-pyruvoyl-5,6,7,8-tetrahydropterin` + 1 `NADPH` = 1 `NADP(+)` + 1 `L-erythro-7,8-dihydrobiopterin`"	"1.1.1.153"	"kegg:R02975"	"SEPIAPTERIN-REDUCTASE-RXN"	"MNX"
"MNXR104500"	25	"2 `H(+)` + 1 `6-pyruvoyl-5,6,7,8-tetrahydropterin` + 2 `NADPH` = 2 `NADP(+)` + 1 `(6R)-5,6,7,8-tetrahydrobiopterin`"	"1.1.1.153"	"kegg:R08208"	"RXN-8853"	"MNX"
"MNXR123647"	67	"1 `mannosylinositol phosphorylceramide` + 1 `L-1-phosphatidyl-inositols` = 1 `M(IP)2C` + 1 `a 1,2-diacyl-sn-glycerol`"	"2.7.1"	"NA"	"RXN3O-680"	"MNX"
"MNXR123257"	64	"1 `H(+)` + 1 `CoA` + 1 `3-trans,5-cis-tetradecadienoate` = 1 `H2O` + 1 `(3E,5Z)-tetradecadienoyl-CoA`"	"3.1.2"	"NA"	"RXN0-5390"	"MNX"
"MNXR111719"	14	"1 `ecdysone` + 1 `NAD(+)` = 1 `H(+)` + 1 `NADH` + 1 `3-dehydroecdysone`"	"1.1.1;1.1.1.-"	"kegg:R08141"	"RXN-14683"	"MNX"
"MNXR102167"	53	"1 `CoA` + 1 `phenethyl acetate` = 1 `acetyl-CoA` + 1 `2-phenylethanol`"	"2.3.1.224"	"NA"	"RXN-13542"	"MNX"
"MNXR115682"	53	"1 `CoA` + 1 `Acetic-Esters` = 1 `acetyl-CoA` + 1 `an alcohol`"	"2.3.1.84"	"NA"	"ALCOHOL-O-ACETYLTRANSFERASE-RXN"	"MNX"
"MNXR111754"	64	"1 `(8Z,11Z,14Z)-eicosatrienoyl-CoA` + 1 `H2O` = 1 `H(+)` + 1 `CoA` + 1 `(8Z,11Z,14Z)-eicosatrienoate`"	"3.1.2.2"	"kegg:R08182"	"RXN-13435"	"MNX"
"MNXR111751"	64	"1 `(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA` + 1 `H2O` = 1 `H(+)` + 1 `CoA` + 1 `(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoate`"	"3.1.2.2"	"kegg:R08179"	"RXN-13430"	"MNX"
"MNXR113527"	16	"1 `H(+)` + 1 `NADH` + 1 `acryloyl-CoA` = 1 `NAD(+)` + 1 `propanoyl-CoA`"	"1.3.1.95"	"kegg:R10161"	"RXN-8568"	"MNX"
"MNXR115301"	65	"1 `a nucleoside 2',3'-cyclic phosphate` + 1 `H2O` = 1 `H(+)` + 1 `a nucleoside 2'-phosphate`"	"3.1.4.37"	"NA"	"3.1.4.37-RXN"	"MNX"
"MNXR117322"	65	"1 `H(+)` + 1 `ADP-D-ribose 1''-phosphate` = 1 `H2O` + 1 `ADP-D-ribose 1'',2''-cyclic phosphate`"	"3.1.4"	"NA"	"RXN-12055"	"MNX"
"MNXR116606"	59	"1 `myo-inositol` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 6-phosphate`"	"3.1.3.25"	"NA"	"RXN-10954"	"MNX"
"MNXR116605"	59	"1 `myo-inositol` + 1 `phosphate` = 1 `1D-myo-inositol 5-phosphate` + 1 `H2O`"	"3.1.3.25"	"NA"	"RXN-10953"	"MNX"
"MNXR116282"	71	"1 `H2O` + 1 `ADP-D-ribose 1''-phosphate` = 1 `ADP-D-ribose` + 1 `phosphate`"	"3.1.3.84"	"NA"	"RXN-10034"	"MNX"
"MNXR104301"	11	"1 `N-succinyl-LL-2,6-diaminopimelate` + 1 `2-oxoglutarate` = 1 `L-2-succinylamino-6-oxopimelate` + 1 `L-glutamate`"	"2.6.1.17"	"kegg:R04475"	"SUCCINYLDIAMINOPIMTRANS-RXN"	"MNX"
"MNXR121985"	9	"1 `H(+)` + 1 `3,4-dihydroxyphenylpyruvate` + 1 `NADPH` = 1 `(2R)-3-(3,4-dihydroxyphenyl)lactate` + 1 `NADP(+)`"	"1.1.1.237"	"NA"	"RXN-7632"	"MNX"
"MNXR114886"	9	"1 `NAD-P-OR-NOP` + 1 `(2R)-hydroxy-3-(4-hydroxyphenyl)-propanoate` = 1 `H(+)` + 1 `3-(4-hydroxyphenyl)pyruvate` + 1 `NADH-P-OR-NOP`"	"1.1.1.222"	"NA"	"1.1.1.222-RXN"	"MNX"
"MNXR120573"	15	"1 `lyngbyatoxin C` + 1 `H2O` + 1 `NADP(+)` = 1 `H(+)` + 1 `lyngbyatoxin A` + 1 `O2` + 1 `NADPH`"	"1.14.13"	"NA"	"RXN-17006"	"MNX"
"MNXR120572"	15	"1 `lyngbyatoxin B` + 1 `H2O` + 1 `NADP(+)` = 1 `H(+)` + 1 `lyngbyatoxin A` + 1 `O2` + 1 `NADPH`"	"1.14.13"	"NA"	"RXN-17005"	"MNX"
"MNXR107112"	2	"1 `H(+)` + 1 `2,3-bisphospho-D-glycerate` = 1 `3-phospho-D-glyceroyl phosphate`"	"5.4.2.4"	"kegg:R01662"	"BISPHOSPHOGLYCERATE-MUTASE-RXN"	"MNX"
"MNXR95552"	22	"1 `myo-inositol` + 1 `raffinose` = 1 `sucrose` + 1 `alpha-D-galactosyl-(1->3)-1D-myo-inositol`"	"2.4.1.82"	"kegg:R02411"	"2.4.1.82-RXN"	"MNX"
"MNXR107617"	45	"1 `CoA` + 1 `a 6-acetyl-beta-D-galactoside` = 1 `acetyl-CoA` + 1 `a beta-D-galactoside`"	"2.3.1.18"	"kegg:R02616"	"GALACTOACETYLTRAN-RXN"	"MNX"
"MNXR113117"	1	"1 `a D-5-monosubstituted hydantoin` = 1 `a L-5-monosubstituted hydantoin`"	"5.1.99.5"	"kegg:R09704"	"RXN-9781"	"MNX"
"MNXR109613"	6	"1 `H(+)` + 1 `(3R,5R)-clavulanate-9-aldehyde` + 1 `NADPH` = 1 `NADP(+)` + 1 `clavulanate`"	"NA"	"kegg:R05471"	"RXN-8893"	"MNX"
"MNXR123107"	5	"1 `(R)-lipoate` + 1 `ATP` + 1 `Gcv-H` = 1 `H(+)` + 1 `diphosphate` + 1 `AMP` + 1 `PROTEIN-LIPOYLLYSINE`"	"6.3.1.20"	"NA"	"RXN0-1141"	"MNX"
"MNXR123194"	8	"1 `a [lipoyl-carrier protein]-L-lysine` + 1 `ATP` + 1 `octanoate` = 1 `H(+)` + 1 `diphosphate` + 1 `AMP` + 1 `Octanoylated-domains`"	"6.3.1.20"	"NA"	"RXN0-5098"	"MNX"
"MNXR115178"	4	"1 `diphosphate` + 1 `Protein-S-farnesyl-L-cysteines` = 1 `(2E,6E)-farnesyl diphosphate` + 1 `peptidyl-cysteine`"	"2.5.1.58"	"NA"	"2.5.1.58-RXN"	"MNX"
"MNXR122414"	8	"1 `a [lipoyl-carrier protein]-L-lysine` + 1 `(R)-lipoyl-AMP` = 3 `H(+)` + 1 `AMP` + 1 `Protein N6-(lipoyl)lysine`"	"NA"	"NA"	"RXN-8655"	"MNX"
"MNXR120206"	13	"1 `4-(3-acetyl-2,5,7,10-tetrahydroxy-4-oxo-3-hydroanthracen-2-yl)-3-oxobutanamyl-[acp]` = 1 `H(+)` + 1 `12a-deshydroxy-desmethylanthrotainin` + 1 `holo-[acyl-carrier protein]`"	"NA"	"NA"	"RXN-16578"	"MNX"
"MNXR123279"	9	"1 `diphosphate` + 1 `N6-dimethylallyladenosine37 in tRNA` = 1 `dimethylallyl diphosphate` + 1 `an adenosine37 in tRNA`"	"2.5.1.75"	"NA"	"RXN0-6274"	"MNX"
"MNXR104949"	12	"1 `L-tryptophan` = 1 `L-tryptophan`"	"NA"	"NA"	"RXN66-449"	"MNX"
"MNXR123304"	7	"1 `a ubiquinone` + 1 `(S)-dihydroorotate` = 1 `a ubiquinol` + 1 `orotate`"	"1.3.5.2"	"NA"	"RXN0-6491"	"MNX"
"MNXR105002"	12	"1 `L-tyrosine` = 1 `L-tyrosine`"	"NA"	"NA"	"RXN66-446"	"MNX"
"MNXR123317"	7	"1 `a menaquinone` + 1 `(S)-dihydroorotate` = 1 `orotate` + 1 `a menaquinol`"	"1.3.5.2"	"NA"	"RXN0-6554"	"MNX"
"MNXR113062"	1	"1 `beta-alanine` + 1 `NH4(+)` = 1 `H2O` + 1 `beta-alaninamide`"	"3.5.1.100"	"kegg:R09648"	"RXN-10760"	"MNX"
"MNXR116507"	1	"1 `NH4(+)` + 1 `(R)-piperazine-2-carboxylate` = 1 `H2O` + 1 `CPD-11633`"	"3.5.1.100"	"NA"	"RXN-10759"	"MNX"
"MNXR102637"	12	"1 `L-phenylalanine` = 1 `L-phenylalanine`"	"NA"	"NA"	"RXN66-445"	"MNX"
"MNXR101422"	21	"1 `3-mercaptopyruvate` + 1 `hydrogen cyanide` = 1 `pyruvate` + 1 `thiocyanate`"	"2.8.1.2"	"kegg:R03106"	"MERCAPYSTRANS-RXN"	"MNX"
"MNXR106553"	93	"1 `3-cyano-L-alanine` + 2 `H2O` = 1 `NH4(+)` + 1 `L-aspartate`"	"3.5.5.4"	"kegg:R00486"	"3.5.5.4-RXN"	"MNX"
"MNXR106897"	93	"1 `3-cyano-L-alanine` + 1 `H2O` = 1 `L-asparagine`"	"3.5.5.4;4.2.1.65"	"kegg:R01267"	"3-CYANOALANINE-HYDRATASE-RXN"	"MNX"
"MNXR110335"	16	"2 `H(+)` + 2 `NADPH` + 1 `cyanidin` = 2 `NADP(+)` + 1 `(-)-epicatechin`"	"1.3.1.77"	"kegg:R06542"	"RXN-9725"	"MNX"
"MNXR117399"	3	"1 `H(+)` + 1 `HYDROXYLATED-TETRAKETIDE-PYRONE` + 1 `NADPH` = 1 `POLY-HYDROXYLATED-TETRAKETIDE-PYRONE` + 1 `NADP(+)`"	"1.1.1"	"NA"	"RXN-12182"	"MNX"
"MNXR108597"	51	"1 `(indol-3-yl)acetonitrile` + 1 `H2O` = 1 `indole-3-acetamide`"	"4.2.1.84"	"kegg:R04020"	"RXN-7567"	"MNX"
"MNXR121519"	51	"1 `phenylpropanonitrile` + 2 `H2O` = 1 `3-phenylpropanoate` + 1 `NH4(+)`"	"3.5.5.1"	"NA"	"RXN-18229"	"MNX"
"MNXR115918"	9	"1 `NAD-P-OR-NOP` + 1 `D-glucose` = 1 `H(+)` + 1 `NADH-P-OR-NOP` + 1 `D-glucono-1,5-lactone`"	"1.1.1.47"	"NA"	"GLUCOSE-1-DEHYDROGENASE-RXN"	"MNX"
"MNXR110208"	1	"1 `H(+)` + 1 `(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate` = 1 `H2O` + 1 `(3S,6R)-6-isopropenyl-3-methyloxepan-2-one`"	"3.1.1.83"	"kegg:R06391"	"RXN-9436"	"MNX"
