"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"RXN-2562"	"delta-tocopherol methyltransferase"	"delta-tocopherol[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + beta-tocopherol[s] + H+[s]"	"ec-code/2.1.1.95"	"Neurospora_crassa@Seq_3804"	0	1000	NA	NA	"kegg.reaction/R07504"	"vitamin E biosynthesis (tocopherols)"	NA	NA	""	2
"RXN-11366"	"fumigaclavine C acetyltransferase"	"acetyl-CoA[s] + fumigaclavine B[s] => coenzyme A[s] + fumigaclavine A[s]"	"ec-code/2.3.1.205"	"Aspergillus_nidulans@Seq_6628"	0	1000	NA	NA	"kegg.reaction/R10200;rhea/34270"	"fumigaclavine biosynthesis"	NA	NA	"pubmed/19672909;pubmed/18678866"	2
"RXN-19779"	"Na+ ABC efflux transporter"	"ATP[s] + H2O[s] => ADP[s] + H+[s] + phosphate[s]"	"ec-code/7.2.2.4"	"Botrytis_cinerea@Seq_6115"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-2425"	"2,3-dehydroadipyl-CoA hydratase"	"(3S)-hydroxyadipyl-CoA[s] <=> trans-2,3-dehydroadipyl-coA[s] + H2O[s]"	"ec-code/4.2.1.17"	"yHMPu5000034999_Cephaloascus_fragrans@Seq_3823"	-1000	1000	NA	NA	"rhea/34863;kegg.reaction/R06942"	"phenylacetate degradation I (aerobic);benzoyl-CoA degradation I (aerobic)"	NA	NA	""	2
"RXN0-1321"	"tRNA-guanine transglycosylase"	"preQ1[s] + Guanine34-in-tRNAs[s] => guanine[s] + tRNA-with-7-aminomethyl-7-deazaguanine[s]"	"ec-code/2.4.2.29"	"Arthrobotrys_oligospora@Seq_8436"	0	1000	NA	NA	"rhea/24105;kegg.reaction/R10209"	"queuosine biosynthesis"	NA	NA	""	2
"RXN-11341"	"D-glucosyl-N-acylsphinganine 4-desaturase"	"2 FERROCYTOCHROME-B5[s] + Glucosyl-acyl-sphinganines[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + Glucosyl-acyl-sphingosines[s] + 2 H2O[s]"	"ec-code/1.14.19.17"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5845 or Metschnikowia_hamakuensis@Seq_3149 or yHMPu5000026142_Citeromyces_matritensis@Seq_4442"	0	1000	NA	NA	""	"sphingolipid biosynthesis (plants)"	NA	NA	""	2
"RXN-2001"	"cinnamate:CoA ligase;trans-cinnamate:CoA ligase"	"ATP[s] + coenzyme A[s] + trans-cinnamate[s] => AMP[s] + (E)-cinnamoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_2206"	0	1000	NA	NA	"kegg.reaction/R02255"	"trans-cinnamoyl-CoA biosynthesis"	NA	NA	""	2
"2.1.1.110-RXN"	"sterigmatocystin O-methyltransferase"	"S-ADENOSYLMETHIONINE[s] + sterigmatocystin[s] => S-adenosyl-L-homocysteine[s] + 8-O-methylsterigmatocystin[s] + H+[s]"	"ec-code/2.1.1.110"	"Aspergillus_nidulans@Seq_138"	0	1000	NA	NA	"rhea/15562;kegg.reaction/R03111"	"aflatoxins B1 and G1 biosynthesis"	NA	NA	""	2
"2.1.1.109-RXN"	"6-demethylsterigmatocystin O-methyltransferase"	"6-demethylsterigmatocystin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + H+[s] + sterigmatocystin[s]"	"ec-code/2.1.1.109"	"Neurospora_crassa@Seq_2683 or Botrytis_cinerea@Seq_212 or Aspergillus_nidulans@Seq_6374 or Aspergillus_nidulans@Seq_7602 or Sclerotinia_sclerotiorum@Seq_8683 or Botrytis_cinerea@Seq_15893 or Aspergillus_nidulans@Seq_1780 or Stagonospora_nodorum@Seq_2442 or Aspergillus_nidulans@Seq_5843 or Botrytis_cinerea@Seq_14873 or Botrytis_cinerea@Seq_10045 or Sclerotinia_sclerotiorum@Seq_10602 or Aspergillus_nidulans@Seq_593 or Stagonospora_nodorum@Seq_4916"	0	1000	NA	NA	"rhea/11505;kegg.reaction/R03112"	"sterigmatocystin biosynthesis"	NA	NA	""	2
"RXN-19913"	"benzoate reductase"	"ATP[s] + benzoate[s] + NADPH[s] + H+[s] => AMP[s] + benzaldehyde[s] + NADP+[s] + diphosphate[s]"	"ec-code/1.2.1.30"	"Candida_versatilis@Seq_2066"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19903"	"2-hydroxyparaconate synthase"	"itaconate[s] + oxygen[s] + H+[s] + Red-NADPH-Hemoprotein-Reductases[s] => 2-hydroxyparaconate[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Pichia_membranifaciens@Seq_3416"	0	1000	NA	NA	""	"2-hydroxyparaconate and itatartarate biosynthesis"	NA	NA	""	2
"RXN-19902"	"trans-aconitate decarboxylase"	"trans-aconitate[s] + H+[s] => CO2[s] + itaconate[s]"	"ec-code/4.1.1.z"	"Aspergillus_nidulans@Seq_7811"	0	1000	NA	NA	""	"itaconate biosynthesis II"	NA	NA	""	2
"TRANS-RXN0-577"	"adenine transporter"	" => "	""	"Fusarium_graminearum@Seq_1488 or Neurospora_crassa@Seq_9026"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19888"	"4-coumarate reductase"	"4-coumarate[s] + ETF-Reduced[s] => ETF-Oxidized[s] + phloretate[s] + H+[s]"	"ec-code/1.3.8.M4"	"Coccidioides_immitis@Seq_3878 or yHMPu5000034681_Blastobotrys_americana@Seq_1769 or Coccidioides_immitis@Seq_301"	0	1000	NA	NA	""	"L-tyrosine degradation V (Stickland reaction)"	NA	NA	"pubmed/10849007"	2
"2-METHYLACYL-COA-DEHYDROGENASE-RXN"	"S-2-methylbutryl-CoA:FAD oxidoreductase;2-methylbutanoyl-CoA dehydrogenase"	"2-methylbutanoyl-CoA[s] + ETF-Oxidized[s] + H+[s] <=> (E)-2-methylcrotonoyl-CoA[s] + ETF-Reduced[s]"	"ec-code/1.3.8.5"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_1262 or Geotrichum_candidum@Seq_6125 or yHMPu5000034655_Botryozyma_nematodophila@Seq_5992"	-1000	1000	NA	NA	"rhea/43783;kegg.reaction/R03169;kegg.reaction/R03173"	"fermentation to 2-methylbutanoate;L-isoleucine degradation I"	NA	NA	""	2
"TRANS-RXN-121"	"transport of succinate;succinate:H+ symporter;succinate transporter"	" <=> "	""	"Lodderomyces_elongisporus@Seq_4755 or Spathaspora_gorwiae@Seq_6225 or Naumovozyma_dairenensis@Seq_352"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19885"	"(indolyl)propenoate reducatse"	"3-(indol-3-yl)acrylate[s] + ETF-Reduced[s] => ETF-Oxidized[s] + 3-(1H-indol-3-yl)propanoate[s] + H+[s]"	"ec-code/1.3.8.M4"	"Coccidioides_immitis@Seq_3878 or yHMPu5000034681_Blastobotrys_americana@Seq_1769 or Coccidioides_immitis@Seq_301"	0	1000	NA	NA	""	"L-tryptophan degradation XIII (Stickland reaction)"	NA	NA	"pubmed/10849007"	2
"RXN-19882"	"cinnamate reductase"	"trans-cinnamate[s] + ETF-Reduced[s] => 3-phenylpropanoate[s] + ETF-Oxidized[s] + H+[s]"	"ec-code/1.3.8.M4"	"Coccidioides_immitis@Seq_3878 or yHMPu5000034681_Blastobotrys_americana@Seq_1769 or Coccidioides_immitis@Seq_301"	0	1000	NA	NA	""	"L-phenylalanine degradation VI (Stickland reaction)"	NA	NA	"pubmed/10849007"	2
"RXN-11299"	"D-alanine--D-serine ligase;D-Alanine--D-Serine ligase"	"ATP[s] + D-alanine[s] + D-serine[s] => ADP[s] + D-alanyl-D-serine[s] + H+[s] + phosphate[s]"	"ec-code/6.3.2.35"	"Neurospora_crassa@Seq_10328"	0	1000	NA	NA	"rhea/27707"	"vancomycin resistance II"	NA	NA	""	2
"RXN-19876"	"2-hydroxyethylphosphonate cytidylyltransferase"	"2-hydroxyethylphosphonate[s] + CTP[s] => cytidine 5'-{[hydroxy(2-hydroxyethyl)phosphonoyl]phosphate}[s] + diphosphate[s]"	"ec-code/2.7.7"	"Fusarium_graminearum@Seq_9156"	0	1000	NA	NA	""	"fosfomycin biosynthesis"	NA	NA	""	2
"RXN-19874"	"mupirocin C1 dehydrogenase"	"mupirocin C1[s] + NADPH[s] + H+[s] => mupirocin F1[s] + NADP+[s]"	"ec-code/1.1.1"	"Fusarium_graminearum@Seq_8857 or Saitoella_complicata@Seq_4057 or Neurospora_crassa@Seq_9577"	0	1000	NA	NA	""	"mupirocin biosynthesis"	NA	NA	""	2
"RXN-19870"	"deoxymupirocin C dehydrogenase"	"deoxymupirocin C[s] + NADPH[s] + H+[s] => deoxymupirocin F[s] + NADP+[s]"	"ec-code/1.1.1"	"Fusarium_graminearum@Seq_8857 or Saitoella_complicata@Seq_4057 or Neurospora_crassa@Seq_9577"	0	1000	NA	NA	""	"mupirocin biosynthesis"	NA	NA	""	2
"RXN-11389"	"chanoclavine-I synthase oxidoreductase"	"2 Acceptor[s] + 4-(3-methylbut-2-enyl)-L-abrine[s] + 2 H+[s] + H2O[s] => CO2[s] + chanoclavine-I[s] + 2 Donor-H2[s]"	""	"Aspergillus_nidulans@Seq_9371 or Sclerotinia_sclerotiorum@Seq_1224 or Botrytis_cinerea@Seq_6918 or Stagonospora_nodorum@Seq_7109 or Aspergillus_nidulans@Seq_4850"	0	1000	NA	NA	""	"chanoclavine I aldehyde biosynthesis"	NA	NA	""	2
"RXN-19806"	"levodione reductase"	"levodione[s] + NADH[s] + H+[s] => (4R,6R)-actinol[s] + NAD+[s]"	"ec-code/1.1.1.M48"	"Candida_versatilis@Seq_3792 or Sclerotinia_sclerotiorum@Seq_1862 or yHMPu5000035654_Tortispora_ganteri@Seq_3381 or Stagonospora_nodorum@Seq_9045"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19796"	"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxyl-CoA dehydrogenase"	"3-[(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxyl-CoA[s] + NAD+[s] => (5R,7aS)-5-hydroxy-7a-methyl-1-oxo-3,5,6,7-tetrahydro-2H-indene-4-carboxyl-CoA[s] + NADH[s] + H+[s]"	"ec-code/1.3.1"	"Fusarium_graminearum@Seq_6453 or Aspergillus_nidulans@Seq_3304"	0	1000	NA	NA	""	"androstenedione degradation"	NA	NA	""	2
"12-OXOPHYTODIENOATE-REDUCTASE-RXN"	"12-oxophytodienoate reductase"	"dinor-12-oxo-phytodienoate[s] + NADPH[s] + H+[s] => 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoate[s] + NADP+[s]"	"ec-code/1.3.1.42"	"yHMPu5000034904_Ogataea_nonfermentans@Seq_4348 or yHMPu5000034890_Ogataea_ramenticola@Seq_3411 or yHMPu5000034655_Botryozyma_nematodophila@Seq_2835 or Candida_succiphila@Seq_4115 or Fusarium_graminearum@Seq_2005"	0	1000	NA	NA	"rhea/21890;kegg.reaction/R03401"	"jasmonic acid biosynthesis"	NA	NA	""	2
"RXN-1126"	"trans-caffeate--CoA ligase;trans-caffeate:CoA ligase;trans-caffeate coenzyme A ligase;caffeoyl-CoA synthetase;caffeate-CoA ligase"	"ATP[s] + coenzyme A[s] + trans-caffeate[s] => AMP[s] + trans-caffeoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.12"	"Aspergillus_nidulans@Seq_10519 or Botrytis_cinerea@Seq_15110 or yHMPu5000034655_Botryozyma_nematodophila@Seq_2206 or yHMPu5000035645_Yarrowia_divulgata@Seq_495 or Neurospora_crassa@Seq_4582 or Yarrowia_lipolytica@Seq_2595 or Xylona_heveae@Seq_7674"	0	1000	NA	NA	"rhea/36300;kegg.reaction/R01943"	"trans-caffeate degradation (aerobic);coumarins biosynthesis (engineered);suberin monomers biosynthesis;caffeoylglucarate biosynthesis"	NA	NA	""	2
"NADH-DEHYDROG-A-RXN"	"NADH:ubiquinone oxidoreductase (H+-transporting);NADH dehydrogenase;NADH-ubiquinone oxidoreductase;proton-translocating NADH-quinone oxidoreductase"	"NADH[s] + H+[s] + Ubiquinones[s] <=> NAD+[s] + Ubiquinols[s]"	"ec-code/7.1.1.2"	"Fusarium_graminearum@Seq_4990 or yHMPu5000034670_Blastobotrys_proliferans@Seq_4637 or Metschnikowia_hibisci@Seq_5078 or Metschnikowia_borealis@Seq_5873 or Metschnikowia_matae_maris@Seq_1638 or Metschnikowia_proteae@Seq_4309 or yHMPu5000034952_Citeromyces_siamensis@Seq_10043 or Cyberlindnera_fabianii_JCM3601@Seq_1970 or yHMPu5000034625_Pichia_kudriavzevii@Seq_3266 or Coccidioides_immitis@Seq_7734 or Aspergillus_nidulans@Seq_9392 or yHMPu5000035675_Kregervanrija_fluxuum@Seq_823 or Metschnikowia_hibisci@Seq_207 or Metschnikowia_hamakuensis@Seq_2035 or yHMPu5000026142_Citeromyces_matritensis@Seq_5486 or yHMPu5000041863_Candida_gorgasii@Seq_1495 or yHMPu5000034999_Cephaloascus_fragrans@Seq_2352 or Metschnikowia_mauinuiana@Seq_1166 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1319 or yHMPu5000035271_Wickerhamomyces_bovis@Seq_521 or yHMPu5000026142_Citeromyces_matritensis@Seq_3156"	-1000	1000	NA	NA	"rhea/29094;kegg.reaction/R02163"	"aerobic respiration I (cytochrome c);aerobic respiration III (alternative oxidase pathway);Fe(II) oxidation;NADH to cytochrome bo oxidase electron transfer I;NADH to cytochrome bd oxidase electron transfer I;NAD/NADH phosphorylation and dephosphorylation"	NA	NA	""	2
"RXN-19768"	"beta-D-galactopyranosyl-(1rarr6)-D-galactopyranose 1,6-beta-galactosidase"	"beta-D-galactopyranosyl-(1rarr6)-D-galactopyranose[s] + H2O[s] => 2 D-galactopyranose[s]"	"ec-code/3.2.1.M17"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_5223"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19766"	"beta-D-galactopyranosyl-(1rarr3)-D-galactopyranose 1,3-beta-galactosidase"	"beta-D-galactopyranosyl-(1rarr3)-D-galactopyranose[s] + H2O[s] => 2 D-galactopyranose[s]"	"ec-code/3.2.1.145"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_5223"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19765"	"p-nitrophenyl-beta-D-galactoside beta-galactosidase"	"p-nitrophenyl-beta-D-galactoside[s] + H2O[s] => D-galactopyranose[s] + 4-nitrophenol[s] + H+[s]"	"ec-code/3.2.1.23"	"yHMPu5000034674_Blastobotrys_muscicola@Seq_5223"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19758"	"1,2-alpha-L-arabinofuranosidase"	"Branched-L-arabinans[s] + H2O[s] => Alpha-1-3-Branched-Arabinans[s] + alpha-L-arabinofuranose[s]"	"ec-code/3.2.1.55"	"Aspergillus_nidulans@Seq_933"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-1125"	"sinapyl alcohol dehydrogenase"	"NADPH[s] + H+[s] + sinapaldehyde[s] => NADP+[s] + sinapyl alcohol[s]"	"ec-code/1.1.1.195"	"Botrytis_cinerea@Seq_13750 or yHAB164_Kazachstania_aerobia@Seq_2461 or yHMPu5000034881_Torulaspora_pretoriensis@Seq_3266 or Metschnikowia_bowlesiae@Seq_424"	0	1000	NA	NA	"rhea/45706;kegg.reaction/R03918"	"phenylpropanoid biosynthesis"	NA	NA	""	2
"RXN-19757"	"arabinan (1rarr3)-alpha-L-arabinofuranosidase;1,3-alpha-L-arabinofuranosidase"	"Alpha-1-3-Branched-Arabinans[s] + H2O[s] => 1-5-L-Arabinooligosaccharides[s] + alpha-L-arabinofuranose[s]"	"ec-code/3.2.1.55"	"Aspergillus_nidulans@Seq_933"	0	1000	NA	NA	""	""	NA	NA	""	2
"1.8.5.1-RXN"	"dehydroascorbate reductase"	"2 glutathione[s] + L-dehydro-ascorbate[s] => L-ascorbate[s] + glutathione disulfide[s] + H+[s]"	"ec-code/1.8.5.1"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3833 or yHMPu5000034952_Citeromyces_siamensis@Seq_232 or Nadsonia_fulvescens_var_elongata@Seq_2711"	0	1000	NA	NA	"rhea/24425;kegg.reaction/R01108"	"ascorbate recycling (cytosolic);ascorbate glutathione cycle"	NA	NA	""	2
"RXN-19745"	"3,4-dihydroxybenzaldehyde dehydrogenase"	"3,4-dihydroxybenzaldehyde[s] + NAD-P-OR-NOP[s] + H2O[s] => protocatechuate[s] + NADH-P-OR-NOP[s] + 2 H+[s]"	"ec-code/1.2.1.67"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_3403 or Metschnikowia_hibisci@Seq_562"	0	1000	NA	NA	""	"trans-caffeate degradation (aerobic)"	NA	NA	"pubmed/19258534"	2
"RXN66-449"	"sodium independent tryptophan transport;Sodium independent tryptophan transport"	" => "	""	"Fusarium_graminearum@Seq_4327"	0	1000	NA	NA	""	""	NA	NA	""	2
"1.6.5.7-RXN"	"hydroxybenzoquinone reductase;2-hydroxy-1,4-benzoquinone reductase"	"2-hydroxy-1,4-benzoquinone[s] + NADH[s] + 2 H+[s] => hydroxyquinol[s] + NAD+[s]"	"ec-code/1.6.5.7"	"Saccharomycopsis_malanga@Seq_5555 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2469 or Candida_sojae@Seq_554"	0	1000	NA	NA	"rhea/12429;kegg.reaction/R05399"	"4-nitrophenol degradation II;2,4,5-trichlorophenoxyacetate degradation"	NA	NA	""	2
"1.6.5.6-RXN"	"4-benzoquinone reductase"	"NADPH[s] + 1,4-benzoquinone[s] + H+[s] <=> hydroquinone[s] + NADP+[s]"	"ec-code/1.6.5.6"	"Saccharomycopsis_malanga@Seq_5555 or yHMPu5000034947_Ambrosiozyma_philentoma@Seq_2469 or Candida_sojae@Seq_554"	-1000	1000	NA	NA	"rhea/23488;kegg.reaction/R05244"	"4-nitrophenol degradation I"	NA	NA	""	2
"RXN-11221"	"feruloyl-diketide-CoA synthase"	"trans-feruloyl-CoA[s] + malonyl-CoA[s] + H+[s] => CO2[s] + coenzyme A[s] + feruloylacetyl-CoA[s]"	"ec-code/2.3.1.218"	"Arthrobotrys_oligospora@Seq_7067"	0	1000	NA	NA	"rhea/22501;kegg.reaction/R08806"	"curcuminoid biosynthesis"	NA	NA	"pubmed/19622354;pubmed/19258320"	2
"RXN-11220"	"p-coumaroyl-diketide-CoA synthase"	"malonyl-CoA[s] + (E)-4-coumaroyl-CoA[s] + H+[s] => CO2[s] + coenzyme A[s] + 4-coumaroylacetyl-CoA[s]"	"ec-code/2.3.1.218"	"Arthrobotrys_oligospora@Seq_7067"	0	1000	NA	NA	"rhea/35116;kegg.reaction/R08805"	"curcuminoid biosynthesis;phenylphenalenone biosynthesis"	NA	NA	"pubmed/19622354;pubmed/19258320"	2
"RXN-11213"	"methylmalonate-semialdehyde dehydrogenase"	"(S)-methylmalonate-semialdehyde[s] + coenzyme A[s] + NAD+[s] + H2O[s] => hydrogencarbonate[s] + NADH[s] + propanoyl-CoA[s] + H+[s]"	"ec-code/1.2.1.27"	"Xylona_heveae@Seq_5446"	0	1000	NA	NA	"rhea/20805;kegg.reaction/R00935"	"L-valine degradation I"	NA	NA	""	2
"RXN-11211"	"dihydrothymine amidohydrolase;dihydrothyminidase;dihydrothymine hydrolase"	"5,6-dihydrothymine[s] + H2O[s] <=> 3-(carbamoylamino)-2-methylpropanoate[s] + H+[s]"	"ec-code/3.5.2.2"	"Aspergillus_nidulans@Seq_7008 or yHMPu5000034655_Botryozyma_nematodophila@Seq_8737"	-1000	1000	NA	NA	"kegg.reaction/R03055"	"thymine degradation"	NA	NA	""	2
"RXN-19684"	"phylloquinone omega-hydroxylase"	"phylloquinone[s] + 3 oxygen[s] + 3 Red-NADPH-Hemoprotein-Reductases[s] => omega-carboxyphylloquinone[s] + 3 Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + 4 H2O[s]"	"ec-code/1.14.14.78"	"Aspergillus_nidulans@Seq_10273"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19677"	"arachidonate omega-hydroxylase"	"arachidonate[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 20-hydroxyarachidonate[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Aspergillus_nidulans@Seq_10273"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19676"	"menaquinone-4 omega-hydroxylase"	"menaquinone-4[s] + 3 oxygen[s] + 3 Red-NADPH-Hemoprotein-Reductases[s] => omega-carboxymenaquinone-4[s] + 3 Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + 4 H2O[s]"	"ec-code/1.14.14.78"	"Aspergillus_nidulans@Seq_10273"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-19671"	"phylloquinone reductase"	"phylloquinone[s] + NADH-P-OR-NOP[s] + H+[s] => phylloquinol[s] + NAD-P-OR-NOP[s]"	"ec-code/1.6.5.2"	"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_2111 or yHAB160_Kazachstania_kunashirensis@Seq_5081 or yHMPu5000026152_Torulaspora_franciscae@Seq_4415 or yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_3365"	0	1000	NA	NA	""	"vitamin K-epoxide cycle"	NA	NA	""	2
"RXN-11192"	"cocaine esterase"	"cocaine[s] + H2O[s] => benzoate[s] + ecgonine methyl ester[s] + H+[s]"	"ec-code/3.1.1.84"	"yHMPu5000034660_Diddensiella_caesifluorescens@Seq_5105"	0	1000	NA	NA	"rhea/27507;kegg.reaction/R06728"	""	NA	NA	""	2
"TRANS-RXN-365"	"deoxycholate efflux pump"	" => "	""	"Fusarium_graminearum@Seq_10364"	0	1000	NA	NA	""	""	NA	NA	""	2
"PROTEIN-ARGININE-DEIMINASE-RXN"	"peptidylarginine deiminase"	"Protein-L-Arginines[s] + H2O[s] => ammonium[s] + PROTEIN-L-CITRULLINE[s]"	"ec-code/3.5.3.15"	"Fusarium_graminearum@Seq_726"	0	1000	NA	NA	"rhea/18090;kegg.reaction/R02621"	"protein citrullination"	NA	NA	""	2
"TRANS-RXN0-571"	"acetate:H+ symporter"	" <=> "	""	"Lodderomyces_elongisporus@Seq_4755 or Spathaspora_gorwiae@Seq_6225 or Naumovozyma_dairenensis@Seq_352"	-1000	1000	NA	NA	""	""	NA	NA	""	2
"1.3.1.20-RXN"	"trans-1,2-dihydrobenzene-1,2-diol dehydrogenase;Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C1;Aldo-keto reductase family 1 member C3"	"(1R,2R)-cyclohexa-3,5-diene-1,2-diol[s] + NADP+[s] => catechol[s] + NADPH[s] + H+[s]"	"ec-code/1.3.1.20"	"yHMPu5000034665_Kodamaea_laetipori@Seq_4143 or yHMPu5000034665_Kodamaea_laetipori@Seq_2653"	0	1000	NA	NA	"rhea/16729;kegg.reaction/R00814"	""	NA	NA	""	2
"RXN-19576"	"indol-3-ylmethylisothiocyanate-glutatione carboxypeptidase"	"indol-3-ylmethylisothiocyanate-glutathione[s] + H2O[s] => indol-3-ylmethylisothiocyanate-[gamma-Glu-Cys}[s] + glycine[s]"	"ec-code/3.4.17.b"	"Schizosaccharomyces_pombe@Seq_1281"	0	1000	NA	NA	""	"indole glucosinolate activation (intact plant cell)"	NA	NA	""	2
"1.21.3.1-RXN"	"isopenicillin N synthase"	"N-[(5S)-5-amino-5-carboxypentanoyl]-L-cysteinyl-D-valine[s] + oxygen[s] => isopenicillin N[s] + 2 H2O[s]"	"ec-code/1.21.3.1"	"Aspergillus_nidulans@Seq_4553"	0	1000	NA	NA	"rhea/22429;kegg.reaction/R04872"	"isopenicillin N biosynthesis"	NA	NA	""	2
"RXN-19571"	"S-benzyl-glutatione carboxypeptidase"	"S-benzyl-glutatione[s] + H2O[s] => S-benzyl-gamma-glutamylcysteine[s] + glycine[s]"	"ec-code/3.4.17.b"	"Schizosaccharomyces_pombe@Seq_1281"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-11142"	"ginsenoside Rg3 3-O-beta-glucosidase;(20S)-ginsenoside Rg3 3-O-glucosidase;ginsenoside beta- glucosidase"	"(20S)-ginsenoside Rg3[s] + H2O[s] => (20S)-ginsenoside Rh2[s] + Glucopyranose[s]"	"ec-code/3.2.1.193"	"Stagonospora_nodorum@Seq_7494"	0	1000	NA	NA	""	"ginsenoside degradation III"	NA	NA	"pubmed/11456082"	2
"1.2.1.67-RXN"	"vanillin dehydrogenase"	"NAD+[s] + vanillin[s] + H2O[s] => NADH[s] + 2 H+[s] + vanillate[s]"	"ec-code/1.2.1.67"	"yHMPu5000035665_Middelhovenomyces_tepae@Seq_1701 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_3403 or Metschnikowia_hibisci@Seq_562 or Fusarium_graminearum@Seq_10210 or Fusarium_graminearum@Seq_10534 or Neurospora_crassa@Seq_8057 or yHMPu5000034637_Ogataea_populiabae@Seq_4528"	0	1000	NA	NA	"rhea/13312;kegg.reaction/R05699"	"pinoresinol degradation;vanillin and vanillate degradation I;vanillin and vanillate degradation II"	NA	NA	""	2
"RXN-11134"	"ginsenoside XVII 3-O-glucosidase"	"gypenoside XVII[s] + H2O[s] => gypenoside LXXV[s] + Glucopyranose[s]"	""	"Stagonospora_nodorum@Seq_7494"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-11133"	"ginsenoside Rd 3-O-beta-glucosidase;ginsenoside Rd 3-glucosydase;ginsenoside Rd 3-O-glucosidase;ginsenoside Rd 3-O-beta-D-(1rarr2)-glucose-hydrolase"	"ginsenoside Rd[s] + H2O[s] => ginsenoside F2[s] + Glucopyranose[s]"	"ec-code/3.2.1.193"	"Stagonospora_nodorum@Seq_7494"	0	1000	NA	NA	""	"ginsenoside degradation I"	NA	NA	""	2
"RXN-19542"	"N-carbobenzyloxy-L-glutamine aminoacylase"	"N-carbobenzyloxy-L-glutamine[s] + H+[s] + H2O[s] => benzyl alcohol[s] + CO2[s] + L-glutamine[s]"	"ec-code/3.5.1.ah"	"Aspergillus_nidulans@Seq_5249"	0	1000	NA	NA	""	""	NA	NA	"pubmed/18492161"	2
"RXN-19541"	"Nalpha-acyl-L-glutamine aminoacylase"	"CPD-21081[s] + H2O[s] => Carboxylates[s] + L-glutamine[s]"	"ec-code/3.5.1.ah"	"Aspergillus_nidulans@Seq_5249"	0	1000	NA	NA	""	""	NA	NA	"pubmed/18492161"	2
"RXN-19540"	"Nalpha-(3-hydroxy-3-methylhexanoyl)-L-glutamine aminoacylase"	"Nalpha-(3-hydroxy-3-methylhexanoyl)-L-glutamine[s] + H2O[s] => 3-hydroxy-3-methylhexanoate[s] + L-glutamine[s]"	"ec-code/3.5.1.ah"	"Aspergillus_nidulans@Seq_5249"	0	1000	NA	NA	""	""	NA	NA	"pubmed/18492161"	2
