"ID"	"NAME"	"EQUATION"	"EC.NUMBER"	"GENE.ASSOCIATION"	"LOWER.BOUND"	"UPPER.BOUND"	"OBJECTIVE"	"COMPARTMENT"	"MIRIAM"	"SUBSYSTEM"	"REPLACEMENT.ID"	"NOTE"	"REFERENCE"	"CONFIDENCE.SCORE"
"2.6.1.37-RXN"	"2-aminoethylphosphonate aminotransferase"	"(2-aminoethyl)phosphonate[s] + pyruvate[s] <=> phosphonoacetaldehyde[s] + L-alanine[s]"	"ec-code/2.6.1.37"	"Wickerhamiella_domercqiae@Seq_1793"	-1000	1000	NA	NA	"rhea/17024;kegg.reaction/R04152"	"2-aminoethylphosphonate degradation II;2-aminoethylphosphonate degradation I"	NA	NA	""	2
"RXN-11728"	"(S)-sulfopropanediol 2-dehydrogenase"	"(2S)-3-sulfopropanediol[s] + NADP+[s] => 1-hydroxy-2-oxo-3-sulfopropane[s] + NADPH[s] + H+[s]"	"ec-code/1.1.1"	"Fusarium_graminearum@Seq_12804"	0	1000	NA	NA	""	"3-sulfopropanediol degradation"	NA	NA	"pubmed/20150239"	2
"RXN-11727"	"sulfopropanediol 3-dehydrogenase"	"(2R)-3-sulfopropanediol[s] + 2 NAD+[s] + H2O[s] => (2R)-3-sulfolactate[s] + 2 NADH[s] + 3 H+[s]"	"ec-code/1.1.1.308"	"Aspergillus_nidulans@Seq_3389"	0	1000	NA	NA	"rhea/28075;kegg.reaction/R09545"	"3-sulfopropanediol degradation"	NA	NA	""	2
"RXN-15682"	"3-benzyl-3,6 -bis(cysteinylglycine)-6-(hydroxymethyl)-diketopiperazine dipeptidase"	"3-benzyl-3,6 -bis(cysteinylglycine)- 6-(hydroxymethyl)-diketopiperazine[s] + 2 H2O[s] => 3-benzyl-3,6 -bis(cysteinyl)- 6-(hydroxymethyl)-diketopiperazine[s] + 2 glycine[s]"	"ec-code/3.4.13.19"	"yHMPu5000035261_Candida_ponderosae@Seq_7307 or yHMPu5000035689_Candida_mycetangii@Seq_2128 or yHMPu5000035689_Candida_mycetangii@Seq_3427"	0	1000	NA	NA	""	"gliotoxin biosynthesis"	NA	NA	"pubmed/24039048"	2
"3.4.11.1-RXN"	"barley leucine aminopeptidase;neutral leucine aminopeptidase;acidic-leucine aminopeptidase;cytosolic leucyl aminopeptidase;acidic leucine aminopeptidase"	"Protein-With-N-Terminal-X-Pro[s] + H2O[s] => Amino-Acids-20[s] + H+[s] + Protein-With-N-Terminal-Pro[s]"	"ec-code/3.4.11.9;ec-code/3.4.11.1"	"Schizosaccharomyces_pombe@Seq_3493"	0	1000	NA	NA	""	""	NA	NA	""	2
"2.5.1.68-RXN"	"E,Z-farnesyl diphosphate synthase"	"isopentenyl diphosphate[s] + geranyl diphosphate[s] => (2Z,6E)-farnesyl diphosphate[s] + diphosphate[s]"	"ec-code/2.5.1.68"	"Arthrobotrys_oligospora@Seq_166"	0	1000	NA	NA	"rhea/23301;kegg.reaction/R08528"	"mono-trans, poly-cis decaprenyl phosphate biosynthesis"	NA	NA	""	2
"RXN-11717"	"5-chloro-5-deoxy-D-ribonate dehydratase"	"5-chloro-5-deoxy-D-ribonate[s] => 5-chloro-4-hydroxy-2-oxopentanoate[s] + H2O[s]"	"ec-code/4.2.1"	"yHAB147_Kazachstania_taianensis@Seq_4813"	0	1000	NA	NA	""	"salinosporamide A biosynthesis"	NA	NA	"pubmed/19590008"	2
"RXN-7580"	"ent-kaur-16-en-19-al oxidase;ent-kaur-16-en-19-al,NADPH:oxygen oxidoreductase (hydroxylating)"	"ent-kaurenal[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ent-kaur-16-en-19-oate[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + H2O[s]"	""	"Stagonospora_nodorum@Seq_4785"	0	1000	NA	NA	"rhea/10931;kegg.reaction/R06293"	"GA12 biosynthesis;gibberellin biosynthesis IV (Gibberella fujikuroi)"	NA	NA	""	2
"RXN-11689"	"S-sulfolactate dehydrogenase"	"(2S)-3-sulfolactate[s] + NAD+[s] <=> 3-sulfopyruvate[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.310"	"Aspergillus_nidulans@Seq_3298"	-1000	1000	NA	NA	"kegg.reaction/R05693;rhea/28197"	"sulfolactate degradation I"	NA	NA	""	2
"RXN-11667"	"crotonyl-CoA hydratase;(S)-3-hydroxybutanoyl-CoA hydratase;crotonase;(S)-3-hydroxybutanoyl-CoA hydro-lyase (crotonoyl-CoA-forming);3-hydroxybutyryl-CoA dehydratase"	"(S)-3-hydroxybutanoyl-CoA[s] <=> crotonyl-CoA[s] + H2O[s]"	"ec-code/4.2.1.150"	"Coccidioides_immitis@Seq_9397"	-1000	1000	NA	NA	"rhea/26561;kegg.reaction/R03026"	"L-glutamate degradation V (via hydroxyglutarate);3-hydroxypropanoate/4-hydroxybutanate cycle;crotonate fermentation (to acetate and cyclohexane carboxylate);glutaryl-CoA degradation;pyruvate fermentation to butanol II (engineered);pyruvate fermentation to hexanol (engineered);gallate degradation III (anaerobic);pyruvate fermentation to butanoate;pyruvate fermentation to butanol I"	NA	NA	""	2
"RXN-11662"	"(S)-3-hydroxybutyryl-CoA dehydrogenase;hydroxybutyryl-coA dehydrogenase;(S)-3-hydroxybutanoyl-CoA dehydrogeanse"	"NAD+[s] + (S)-3-hydroxybutanoyl-CoA[s] <=> acetoacetyl-CoA[s] + NADH[s] + H+[s]"	"ec-code/1.1.1.35"	"yHMPu5000034635_Nadsonia_fulvescens@Seq_2608 or Lipomyces_starkeyi@Seq_7051 or yHMPu5000035282_Trigonopsis_vinaria@Seq_3748"	-1000	1000	NA	NA	"rhea/30802;kegg.reaction/R01975"	"L-glutamate degradation V (via hydroxyglutarate);3-hydroxypropanoate/4-hydroxybutanate cycle;crotonate fermentation (to acetate and cyclohexane carboxylate);methyl tert-butyl ether degradation;2-methylpropene degradation;glutaryl-CoA degradation;(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered);pyruvate fermentation to butanol II (engineered);pyruvate fermentation to hexanol (engineered);pyruvate fermentation to butanoate;pyruvate fermentation to butanol I"	NA	NA	""	2
"NITRITE-REDUCTASE-CYTOCHROME-RXN"	"nitrite reductase;nitrite reductase (NO-forming)"	"Cytochromes-C-Reduced[s] + nitrite[s] + 2 H+[s] => Cytochromes-C-Oxidized[s] + nitric oxide[s] + H2O[s]"	"ec-code/1.7.2.1"	"Coccidioides_immitis@Seq_8420"	0	1000	NA	NA	"kegg.reaction/R00783"	"ammonia oxidation II (anaerobic);nitrite-dependent anaerobic methane oxidation;nitrate reduction VII (denitrification);nitrifier denitrification"	NA	NA	""	2
"RXN-11619"	"farnesal dehydrogenase;farnesal aldehyde"	"(2E,6E)-farnesal[s] + NAD+[s] + H2O[s] => (2E,6E)-farnesoate[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.94"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803 or yHMPu5000034952_Citeromyces_siamensis@Seq_7735 or yHMPu5000034742_Lipomyces_suomiensis@Seq_3602"	0	1000	NA	NA	"rhea/24217"	"juvenile hormone III biosynthesis II;juvenile hormone III biosynthesis I"	NA	NA	"pubmed/11598232"	2
"RXN-6549"	"GA14-aldehyde monooxygenase"	"gibberellin A14-aldehyde[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => gibberellin A14[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_10270 or Aspergillus_nidulans@Seq_6050 or Fusarium_graminearum@Seq_9660"	0	1000	NA	NA	""	"gibberellin biosynthesis IV (Gibberella fujikuroi)"	NA	NA	""	2
"RXN-6545"	"GA12-aldehyde monooxygenase"	"gibberellin A12-aldehyde[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => gibberellin A14-aldehyde[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"Fusarium_graminearum@Seq_10270 or Aspergillus_nidulans@Seq_6050 or Fusarium_graminearum@Seq_9660"	0	1000	NA	NA	"kegg.reaction/R06341"	"gibberellin biosynthesis IV (Gibberella fujikuroi)"	NA	NA	""	2
"RXN-646"	"maleamate amidohydrolase"	"maleamate[s] + H2O[s] => ammonium[s] + maleate[s]"	"ec-code/3.5.1.107"	"Stagonospora_nodorum@Seq_12318"	0	1000	NA	NA	"rhea/27386;kegg.reaction/R03540"	"nicotine degradation III (VPP pathway);nicotine degradation II (pyrrolidine pathway);nicotinate degradation I;nicotinate degradation II"	NA	NA	""	2
"RXN-6383"	"3-hydroxypropionyl-CoA dehydratase;D-specific acryloyl-CoA hydratase"	"3-hydroxypropanoyl-CoA[s] <=> acryloyl-CoA[s] + H2O[s]"	"ec-code/4.2.1.116"	"Aspergillus_nidulans@Seq_3403 or Fusarium_graminearum@Seq_7753 or yHMPu5000034742_Lipomyces_suomiensis@Seq_130 or yHMPu5000034761_Lipomyces_lipofer@Seq_1607 or yHMPu5000034631_Martiniozyma_abiesophila@Seq_1134 or yHMPu5000034673_Blastobotrys_nivea@Seq_6419 or Aspergillus_nidulans@Seq_2799"	-1000	1000	NA	NA	"rhea/26518;kegg.reaction/R03045"	"glyoxylate assimilation;3-hydroxypropanoate cycle;3-hydroxypropanoate/4-hydroxybutanate cycle;propanoyl-CoA degradation II;beta-alanine biosynthesis II"	NA	NA	""	2
"RXN-5481"	"UDP-L-rhamnose synthase"	"UDP-4-dehydro-6-deoxy-alpha-D-glucose[s] + NADPH[s] + H+[s] => NADP+[s] + UDP-beta-L-rhamnose[s]"	""	"Neurospora_crassa@Seq_347"	0	1000	NA	NA	"kegg.reaction/R03879"	""	NA	NA	""	2
"RXN-9662"	"myristoyl-[acyl-carrier-protein] reductase;myristoyl-[acp] reductase"	"NADH[s] + H+[s] + Tetradec-2-enoyl-ACPs[s] => Myristoyl-ACPs[s] + NAD+[s]"	"ec-code/1.3.1.9"	"yHMPu5000034615_Saturnispora_zaruensis@Seq_593"	0	1000	NA	NA	""	"palmitate biosynthesis II (bacteria and plants)"	NA	NA	""	2
"RXN-16578"	"12a-deshydroxy-desmethylanthrotainin thioesterase"	"CPD-17877[s] => ACP[s] + 12a-deshydroxy-desmethylanthrotainin[s] + H+[s]"	""	"Arthrobotrys_oligospora@Seq_3804 or Aspergillus_nidulans@Seq_10661 or Xylona_heveae@Seq_4946 or Aspergillus_nidulans@Seq_7142"	0	1000	NA	NA	""	"viridicatumtoxin biosynthesis"	NA	NA	"pubmed/20534346"	2
"RXN-525"	"dihydrokaempferol,NADPH:oxygen oxidoreductase (3-hydroxylating);flavonoid 3'-hydroxylase;(+)-dihydrokaempferol 3'-hydroxylase"	"(+)-dihydrokaempferol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => (+)-taxifolin[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H+[s] + H2O[s]"	"ec-code/1.14.14.82"	"Stagonospora_nodorum@Seq_7114"	0	1000	NA	NA	"kegg.reaction/R03124"	"leucopelargonidin and leucocyanidin biosynthesis;flavonol biosynthesis;syringetin biosynthesis;leucodelphinidin biosynthesis"	NA	NA	""	2
"RXN-5242"	"ent-kaur-16-en-19-ol oxidase;ent-kaur-16-en-19-ol,NADPH:oxygen oxidoreductase (hydroxylating)"	"ent-kaurenol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ent-kaurenal[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]"	""	"Stagonospora_nodorum@Seq_4785"	0	1000	NA	NA	"rhea/21305;kegg.reaction/R06292"	"GA12 biosynthesis;gibberellin biosynthesis IV (Gibberella fujikuroi)"	NA	NA	""	2
"RXN-11502"	"raffinose alpha-galactosidase;raffinose galactohydrolase"	"raffinose[s] + H2O[s] => alpha-D-galactopyranose[s] + sucrose[s]"	"ec-code/3.2.1"	"Aspergillus_nidulans@Seq_5582"	0	1000	NA	NA	"kegg.reaction/R01103"	"stachyose degradation"	NA	NA	"pubmed/16662141"	2
"1.8.1.4-RXN"	"dihydrolipoamide dehydrogenase;dihydrolipoyl dehydrogenase;protein N6-(dihydrolipoyl)lysine:NAD+ oxidoreductase"	"Dihydro-Lipoyl-Proteins[s] + NAD+[s] => Lipoyl-Protein-N6-lipoyllysine[s] + NADH[s] + H+[s]"	"ec-code/1.8.1.4"	"yHMPu5000034952_Citeromyces_siamensis@Seq_5925"	0	1000	NA	NA	"kegg.reaction/R08550;kegg.reaction/R07618;kegg.reaction/R03815;kegg.reaction/R01698;rhea/33059;rhea/15045"	""	NA	NA	""	2
"RXN-11469"	"abscisic acid glucose ester beta-glucosidase"	"beta-D-glucopyranosyl abscisate[s] + H2O[s] => 2-cis-abscisate[s] + Glucopyranose[s] + H+[s]"	"ec-code/3.2.1.175"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6857"	0	1000	NA	NA	"kegg.reaction/R09723;rhea/31350"	"abscisic acid degradation by glucosylation"	NA	NA	"pubmed/16990135;pubmed/17923167"	2
"2.3.1.165-RXN"	"6-methylsalicylate synthase"	"acetyl-CoA[s] + 3 malonyl-CoA[s] + NADPH[s] + 3 H+[s] => 3 CO2[s] + 4 coenzyme A[s] + 6-methylsalicylate[s] + NADP+[s] + H2O[s]"	"ec-code/2.3.1.165"	"Arthrobotrys_oligospora@Seq_9004"	0	1000	NA	NA	"rhea/12241;kegg.reaction/R07253"	"patulin biosynthesis"	NA	NA	""	2
"RXN-4465"	"omega-hydroxy fatty acid oxidase"	"OMEGA-HYDROXY-FATTY-ACID[s] + oxygen[s] => hydrogen peroxide[s] + OMEGA-ALDEHYDE-FATTY-ACID[s]"	"ec-code/1.1.3"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6305 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_337 or Arxula_adeninivorans@Seq_2939 or Metschnikowia_borealis@Seq_2779"	0	1000	NA	NA	""	"alkane oxidation"	NA	NA	""	2
"RXN-4444"	"long-chain fatty alcohol oxidase;long-chain-alcohol oxidase"	"Long-chain-alcohols[s] + oxygen[s] => hydrogen peroxide[s] + Long-Chain-Aldehydes[s]"	"ec-code/1.1.3.20"	"yHMPu5000034673_Blastobotrys_nivea@Seq_6305 or yHMPu5000041693_Debaryomyces_nepalensis@Seq_337 or Arxula_adeninivorans@Seq_2939 or Metschnikowia_borealis@Seq_2779"	0	1000	NA	NA	""	"alkane oxidation"	NA	NA	""	2
"RXN-4443"	"alkane omega-hydroxylase"	"Long-Chain-Alkanes[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => Long-chain-alcohols[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]"	"ec-code/1.14.14"	"yHMPu5000041824_Debaryomyces_subglobosus@Seq_2503 or Botrytis_cinerea@Seq_14163 or yHMPu5000034988_Candida_fructus@Seq_3993 or Candida_versatilis@Seq_4155 or Candida_intermedia@Seq_5160 or yHMPu5000034761_Lipomyces_lipofer@Seq_5924 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_3290 or yHMPu5000035633_Candida_hispaniensis@Seq_666 or Aspergillus_nidulans@Seq_3108 or Botrytis_cinerea@Seq_4466 or Botrytis_cinerea@Seq_11070 or Metschnikowia_proteae@Seq_5184 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_1534 or Candida_sojae@Seq_1969 or Lodderomyces_elongisporus@Seq_5898 or yHMPu5000041824_Debaryomyces_subglobosus@Seq_1392 or yHMPu5000034974_Deakozyma_indianensis@Seq_4833 or Aspergillus_nidulans@Seq_3202 or yHMPu5000041840_Candida_wancherniae@Seq_3791 or Candida_infanticola@Seq_988 or yHMPu5000034990_Candida_corydali@Seq_887 or Botrytis_cinerea@Seq_12516 or yHMPu5000034673_Blastobotrys_nivea@Seq_8777 or yHMPu5000034673_Blastobotrys_nivea@Seq_7790 or Stagonospora_nodorum@Seq_9864 or Candida_sojae@Seq_1051 or yHMPu5000041678_Debaryomyces_prosopidis@Seq_5438 or yHMPu5000034673_Blastobotrys_nivea@Seq_8330 or yHMPu5000035244_Candida_incommunis@Seq_625 or Stagonospora_nodorum@Seq_8251 or yHMPu5000034605_Spencermartinsiella_europaea@Seq_5514"	0	1000	NA	NA	""	"alkane oxidation"	NA	NA	"pubmed/24931727;pubmed/14532053"	2
"RXN-4441"	"trehalose phosphorylase"	"phosphate[s] + alpha,alpha-trehalose[s] <=> alpha-D-glucopyranose[s] + alpha-D-glucopyranose 1-phosphate[s]"	"ec-code/2.4.1.231"	"Fusarium_graminearum@Seq_8280"	-1000	1000	NA	NA	"rhea/16260;kegg.reaction/R07265"	"trehalose degradation V"	NA	NA	""	2
"RXN-4142"	"fatty aldehyde dehydrogenase"	"Fatty-Aldehydes[s] + NAD+[s] + H2O[s] => Fatty-Acids[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.3"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803 or yHMPu5000034952_Citeromyces_siamensis@Seq_7735"	0	1000	NA	NA	""	"alkane oxidation;fatty acid alpha-oxidation I"	NA	NA	""	2
"RXN-37"	"4-acetamidobutanal dehydrogenase"	"4-acetamidobutanal[s] + NAD+[s] + H2O[s] => 4-acetamidobutanoate[s] + NADH[s] + 2 H+[s]"	"ec-code/1.2.1.3"	"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4803 or Stagonospora_nodorum@Seq_5750 or yHMPu5000034952_Citeromyces_siamensis@Seq_7735"	0	1000	NA	NA	"rhea/31232;kegg.reaction/R05050"	"putrescine degradation III"	NA	NA	""	2
"2.1.1.79-RXN"	"cyclopropane fatty acyl phospholipid synthase;cyclopropane-fatty-acyl-phospholipid synthase"	"Phospholipid-Olefinic-Fatty-Acids[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + H+[s] + Phospholipid-Cyclopropane-Fatty-Acids[s]"	"ec-code/2.1.1.79"	"yHMPu5000034862_Zygotorulaspora_florentina@Seq_718"	0	1000	NA	NA	"rhea/11989;kegg.reaction/R03411"	"cyclopropane fatty acid (CFA) biosynthesis"	NA	NA	""	2
"2.1.1.77-RXN"	"Protein-L-isoaspartate(D-aspartate) O-methyltransferase;L-isoaspartate protein carboxylmethyltransferase"	"PROTEIN-L-BETA-ISOASPARTATES[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + PROTEIN-L-BETA-ISOSPARTATE-METHYL-ESTERS[s]"	"ec-code/2.1.1.77"	"Lipomyces_starkeyi@Seq_7530 or yHMPu5000034952_Citeromyces_siamensis@Seq_10118"	0	1000	NA	NA	"rhea/12706;kegg.reaction/R04190"	""	NA	NA	""	2
"RXN-11382"	"L-glyceraldehyde reductase"	"L-glyceraldehyde[s] + NADPH[s] + H+[s] => glycerol[s] + NADP+[s]"	"ec-code/1.1.1.372"	"Fusarium_graminearum@Seq_1806 or Aspergillus_nidulans@Seq_10090 or Sclerotinia_sclerotiorum@Seq_14489 or Stagonospora_nodorum@Seq_2853"	0	1000	NA	NA	""	"D-galacturonate degradation III"	NA	NA	"pubmed/18768163"	2
"RXN-12893"	"cyanate hydratase"	"cyanate[s] + hydrogencarbonate[s] + 3 H+[s] => ammonium[s] + 2 CO2[s]"	"ec-code/4.2.1.104"	"yHMPu5000034761_Lipomyces_lipofer@Seq_5810"	0	1000	NA	NA	"rhea/11121;kegg.reaction/R07315"	""	NA	NA	""	2
"RXN-11381"	"2-keto-3-deoxy-L-galactonate aldolase"	"2-dehydro-3-deoxy-L-galactonate[s] <=> L-glyceraldehyde[s] + pyruvate[s]"	"ec-code/4.1.2.54"	"Botrytis_cinerea@Seq_5545 or Aspergillus_nidulans@Seq_8297"	-1000	1000	NA	NA	"kegg.reaction/R10550;rhea/38110"	"D-galacturonate degradation III"	NA	NA	"pubmed/18768163"	2
"RXN-11380"	"L-galactonate dehydratase"	"aldehydo-L-galactonate[s] => 2-dehydro-3-deoxy-L-galactonate[s] + H2O[s]"	"ec-code/4.2.1.146"	"Kuraishia_capsulata@Seq_4121 or yHMPu5000034952_Citeromyces_siamensis@Seq_8682"	0	1000	NA	NA	"rhea/38104"	"D-galacturonate degradation III"	NA	NA	"pubmed/18768163"	2
"RXN-2902"	"malonate-semialdehyde dehydrogenase;malonate semialdehyde dehydrogenase"	"coenzyme A[s] + 3-oxopropanoate[s] + NAD+[s] => acetyl-CoA[s] + CO2[s] + NADH[s]"	"ec-code/1.2.1.18"	"yHMPu5000035047_Barnettozyma_pratensis@Seq_1112 or yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2514 or Spathaspora_hagerdaliae@Seq_632 or yHMPu5000035671_Phaffomyces_antillensis@Seq_3997 or yHMPu5000034952_Citeromyces_siamensis@Seq_6425 or yHMPu5000035261_Candida_ponderosae@Seq_317"	0	1000	NA	NA	"rhea/22993;kegg.reaction/R00705"	"propanoyl-CoA degradation II;beta-alanine degradation II;myo-inositol degradation I;beta-alanine degradation I"	NA	NA	""	2
"RXN-2602"	"coniferyl alcohol dehydrogenase;cinnamyl alcohol dehydrogenase"	"coniferaldehyde[s] + NADPH[s] + H+[s] => coniferyl alcohol[s] + NADP+[s]"	"ec-code/1.1.1.195;ec-code/1.1.1.194"	"yHMPu5000034623_Pichia_norvegensis@Seq_2566"	0	1000	NA	NA	"rhea/22446;kegg.reaction/R02593"	"phenylpropanoid biosynthesis;capsiconiate biosynthesis"	NA	NA	""	2
"RXN-19779"	"Na+ ABC efflux transporter"	"ATP[s] + H2O[s] => ADP[s] + H+[s] + phosphate[s]"	"ec-code/7.2.2.4"	"Botrytis_cinerea@Seq_6115"	0	1000	NA	NA	""	""	NA	NA	""	2
"RXN-2425"	"2,3-dehydroadipyl-CoA hydratase"	"(3S)-hydroxyadipyl-CoA[s] <=> trans-2,3-dehydroadipyl-coA[s] + H2O[s]"	"ec-code/4.2.1.17"	"yHMPu5000034999_Cephaloascus_fragrans@Seq_3823"	-1000	1000	NA	NA	"rhea/34863;kegg.reaction/R06942"	"phenylacetate degradation I (aerobic);benzoyl-CoA degradation I (aerobic)"	NA	NA	""	2
"RXN0-1321"	"tRNA-guanine transglycosylase"	"preQ1[s] + Guanine34-in-tRNAs[s] => guanine[s] + tRNA-with-7-aminomethyl-7-deazaguanine[s]"	"ec-code/2.4.2.29"	"Arthrobotrys_oligospora@Seq_8436"	0	1000	NA	NA	"rhea/24105;kegg.reaction/R10209"	"queuosine biosynthesis"	NA	NA	""	2
"RXN-11341"	"D-glucosyl-N-acylsphinganine 4-desaturase"	"2 FERROCYTOCHROME-B5[s] + Glucosyl-acyl-sphinganines[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + Glucosyl-acyl-sphingosines[s] + 2 H2O[s]"	"ec-code/1.14.19.17"	"yHMPu5000034631_Martiniozyma_abiesophila@Seq_5845 or Metschnikowia_hamakuensis@Seq_3149 or yHMPu5000026142_Citeromyces_matritensis@Seq_4442"	0	1000	NA	NA	""	"sphingolipid biosynthesis (plants)"	NA	NA	""	2
"2.1.1.109-RXN"	"6-demethylsterigmatocystin O-methyltransferase"	"6-demethylsterigmatocystin[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + H+[s] + sterigmatocystin[s]"	"ec-code/2.1.1.109"	"Botrytis_cinerea@Seq_212 or Aspergillus_nidulans@Seq_6374 or Sclerotinia_sclerotiorum@Seq_8683 or Botrytis_cinerea@Seq_14873 or Botrytis_cinerea@Seq_10045 or Stagonospora_nodorum@Seq_4916"	0	1000	NA	NA	"rhea/11505;kegg.reaction/R03112"	"sterigmatocystin biosynthesis"	NA	NA	""	2
"RXN-19902"	"trans-aconitate decarboxylase"	"trans-aconitate[s] + H+[s] => CO2[s] + itaconate[s]"	"ec-code/4.1.1.z"	"Aspergillus_nidulans@Seq_7811"	0	1000	NA	NA	""	"itaconate biosynthesis II"	NA	NA	""	2
"2-METHYLACYL-COA-DEHYDROGENASE-RXN"	"S-2-methylbutryl-CoA:FAD oxidoreductase;2-methylbutanoyl-CoA dehydrogenase"	"2-methylbutanoyl-CoA[s] + ETF-Oxidized[s] + H+[s] <=> (E)-2-methylcrotonoyl-CoA[s] + ETF-Reduced[s]"	"ec-code/1.3.8.5"	"yHMPu5000034655_Botryozyma_nematodophila@Seq_1262 or Geotrichum_candidum@Seq_6125 or yHMPu5000034655_Botryozyma_nematodophila@Seq_5992"	-1000	1000	NA	NA	"rhea/43783;kegg.reaction/R03169;kegg.reaction/R03173"	"fermentation to 2-methylbutanoate;L-isoleucine degradation I"	NA	NA	""	2
"RXN-19874"	"mupirocin C1 dehydrogenase"	"mupirocin C1[s] + NADPH[s] + H+[s] => mupirocin F1[s] + NADP+[s]"	"ec-code/1.1.1"	"Saitoella_complicata@Seq_4057"	0	1000	NA	NA	""	"mupirocin biosynthesis"	NA	NA	""	2
"RXN-19870"	"deoxymupirocin C dehydrogenase"	"deoxymupirocin C[s] + NADPH[s] + H+[s] => deoxymupirocin F[s] + NADP+[s]"	"ec-code/1.1.1"	"Saitoella_complicata@Seq_4057"	0	1000	NA	NA	""	"mupirocin biosynthesis"	NA	NA	""	2
"RXN-11389"	"chanoclavine-I synthase oxidoreductase"	"2 Acceptor[s] + 4-(3-methylbut-2-enyl)-L-abrine[s] + 2 H+[s] + H2O[s] => CO2[s] + chanoclavine-I[s] + 2 Donor-H2[s]"	""	"Aspergillus_nidulans@Seq_9371 or Sclerotinia_sclerotiorum@Seq_8200 or Stagonospora_nodorum@Seq_7109"	0	1000	NA	NA	""	"chanoclavine I aldehyde biosynthesis"	NA	NA	""	2
"12-OXOPHYTODIENOATE-REDUCTASE-RXN"	"12-oxophytodienoate reductase"	"dinor-12-oxo-phytodienoate[s] + NADPH[s] + H+[s] => 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoate[s] + NADP+[s]"	"ec-code/1.3.1.42"	"yHMPu5000034904_Ogataea_nonfermentans@Seq_4348 or yHMPu5000034655_Botryozyma_nematodophila@Seq_2835 or Fusarium_graminearum@Seq_2005"	0	1000	NA	NA	"rhea/21890;kegg.reaction/R03401"	"jasmonic acid biosynthesis"	NA	NA	""	2
"RXN-1126"	"trans-caffeate--CoA ligase;trans-caffeate:CoA ligase;trans-caffeate coenzyme A ligase;caffeoyl-CoA synthetase;caffeate-CoA ligase"	"ATP[s] + coenzyme A[s] + trans-caffeate[s] => AMP[s] + trans-caffeoyl-CoA[s] + diphosphate[s]"	"ec-code/6.2.1.12"	"Coccidioides_immitis@Seq_4073"	0	1000	NA	NA	"rhea/36300;kegg.reaction/R01943"	"trans-caffeate degradation (aerobic);coumarins biosynthesis (engineered);suberin monomers biosynthesis;caffeoylglucarate biosynthesis"	NA	NA	""	2
